THCIC_ID,Hospital_name,Hospital_city,COUNTY,q1,q2,q3,q4,end of quarter
972200,Cornerstone Specialty Hospitals Medical Center,Houston,201,80,99,86,75,end of list
973100,St Joseph Medical Center-Heights,Houston,201,205,206,143,,end of list
974370,Houston Behavioral Healthcare Hospital,Houston,201,864,974,1171,1474,end of list
975124,Sun Behavioral Houston,Houston,201,994,1075,1076,1137,end of list
975130,AD Hospital East,Houston,201,64,60,73,69,end of list
975152,Providence Hospital of North Houston,Houston,201,62,74,,,end of list
975166,First Texas Hospital,Houston,201,62,58,53,45,end of list
975216,Sacred Oak Medical Center,Houston,201,225,269,216,227,end of list
975247,Trinity Hospital,Houston,201,,1,,1,end of list
975250,"Altus Houston Hospital, Celestial Hospital, Odyssey Hospital",Houston,201,52,42,63,52,end of list
975326,The Heights Hospital,Houston,201,,22,70,46,end of list
975337,UGH Pain & Spine,Houston,201,1,28,15,,end of list
975365,Baylor St Lukes Medical Center McNair Campus,Houston,201,,25,398,407,end of list
975397,Cobalt Rehabilitation Houston Heights,Houston,201,,,,30,end of list
975414,River Oaks Hospitals & Clinics,Houston,201,,,,4,end of list
975788,Cornerstone Specialty Hospitals Houston Medical Center,Houston,201,,,,24,end of list
616000,Encompass Health Rehab Hospital Humble,Humble,201,287,257,299,333,end of list
847100,Memorial Hermann Northeast,Humble,201,3465,3416,3719,3895,end of list
865900,SE Texas ER and Hospital,Humble,201,,132,5,28,end of list
969600,Kindred Rehab Hospital Northeast Houston,Humble,201,166,212,,,end of list
975234,Townsen Memorial Hospital,Humble,201,11,3,2,11,end of list
975394,PAM Rehabilitation Hospital of Humble,Humble,201,,,127,207,end of list
061000,Huntsville Memorial Hospital,Huntsville,471,1196,1166,1110,1077,end of list
975154,Saint Camillus Medical Center,Hurst,439,20,23,34,38,end of list
258000,Iraan General Hospital,Iraan,371,11,10,18,9,end of list
300000,Baylor Scott & White Medical Center-Irving,Irving,113,2943,2842,2719,2810,end of list
799500,Baylor Scott & White Surgical Hospital Las Colinas,Irving,113,159,221,192,226,end of list
814000,Medical City Las Colinas,Irving,113,1786,1631,2025,1938,end of list
046000,Faith Community Hospital,Jacksboro,237,118,107,99,88,end of list
725400,Christus Mother Frances Hospital-Jacksonville,Jacksonville,073,176,138,169,148,end of list
975296,UT Health East Texas Jacksonville Hospital,Jacksonville,073,349,335,347,396,end of list
038001,CHRISTUS Southeast Texas - Jasper Memorial,Jasper,241,203,161,150,161,end of list
975221,Methodist Hospital South,Jourdanton,013,509,495,453,424,end of list
205000,Kimble Hospital,Junction,267,41,26,19,34,end of list
534001,Memorial Hermann Katy Hospital,Katy,157,3522,3426,3512,3552,end of list
838400,Memorial Hermann Rehab Hospital Katy,Katy,201,208,188,214,149,end of list
973620,Houston Methodist Continuing Care Hospital,Katy,201,118,112,108,114,end of list
974500,Oceans Behavioral Hospital of Katy,Katy,201,229,274,235,286,end of list
975389,Encompass Health Rehabilitation Hospital of Katy,Katy,157,,,26,166,end of list
303000,Texas Health Presbyterian Hospital-Kaufman,Kaufman,257,272,261,250,258,end of list
973540,Baylor Emergency Medical Center at Keller,Keller,439,38,41,48,45,end of list
357000,Otto Kaiser Memorial Hospital,Kenedy,255,23,32,26,25,end of list
062000,Winkler County Memorial Hospital,Kermit,495,42,37,30,26,end of list
000106,Kerrville State Hospital,Kerrville,265,10,17,12,14,end of list
406000,Peterson Regional Medical Center,Kerrville,265,1093,1094,1124,1125,end of list
397001,Adventhealth Central Texas,Killeen,027,1986,1982,1824,1871,end of list
216001,CHRISTUS Spohn Hospital-Kleberg,Kingsville,273,726,694,659,652,end of list
675000,HCA Houston Healthcare Kingwood,Kingwood,201,6099,5697,6145,5974,end of list
813800,Memorial Hermann Specialty Hospital Kingwood,Kingwood,201,72,68,89,104,end of list
818600,Kingwood Pines Hospital,Kingwood,201,828,910,801,802,end of list
975258,Kingwood Emergency Hospital,Kingwood,201,39,31,47,20,end of list
568000,Knox County Hospital,Knox City,275,24,16,15,28,end of list
921000,Ascension Seton Hays,Kyle,209,2234,2332,2397,2445,end of list
973970,Warm Springs Rehab Hospital Kyle,Kyle,209,258,246,259,259,end of list
975358,Kyle ER & Hospital,Kyle,209,,7,5,21,end of list
823400,St Marks Medical Center,La Grange,149,276,279,224,267,end of list
436000,CHI St Lukes Health Brazosport,Lake Jackson,039,1047,909,984,923,end of list
975165,Baylor Scott & White Medical Center Lakeway,Lakeway,453,919,925,975,974,end of list
975313,Baylor Scott & White Institute for Rehabilitation - Lakeway,Lakeway,453,108,124,109,106,end of list
341000,Medical Arts Hospital,Lamesa,115,86,60,57,100,end of list
397000,Adventhealth Rollins Brook,Lampasas,281,151,124,86,83,end of list
973180,Crescent Medical Center Lancaster,Lancaster,113,211,255,299,277,end of list
207001,Laredo Medical Center,Laredo,479,3863,4040,4358,4147,end of list
301000,Doctors Hospital-Laredo,Laredo,479,2226,2137,2260,2239,end of list
836300,Laredo Specialty Hospital,Laredo,479,105,97,111,97,end of list
974470,Laredo Rehabilitation Hospital,Laredo,479,113,111,117,109,end of list
975416,Stat Specialty Hospital of Laredo,Laredo,479,,,,1,end of list
718000,Devereux Texas Treatment Network,League City,167,5,16,7,9,end of list
975140,UTMB League City Campus Hospital,League City,167,815,417,509,589,end of list
307000,Covenant Hospital-Levelland,Levelland,219,246,233,195,206,end of list
394000,Medical City Lewisville,Lewisville,121,2099,2073,1975,2072,end of list
089001,Liberty Dayton Regional Medical Center,Liberty,291,24,25,24,20,end of list
217000,Lamb Healthcare Center,Littlefield,279,99,93,87,90,end of list
466000,CHI St Lukes Health - Memorial Livingston,Livingston,373,569,550,493,535,end of list
476000,Baylor Scott & White Medical Center Llano,Llano,299,61,39,41,24,end of list
010000,WJ Mangold Memorial Hospital,Lockney,153,47,31,40,34,end of list
029000,CHRISTUS Good Shepherd Medical Center-Longview,Longview,183,4274,3990,4050,4112,end of list
106100,Oceans Behavioral Hospital of Longview,Longview,183,130,148,156,140,end of list
525000,Longview Regional Medical Center,Longview,183,3027,3002,3056,3300,end of list
794600,Select Specialty Hospital-Longview,Longview,183,73,73,77,69,end of list
944000,Magnolia Behavioral Hospital of East Texas,Longview,183,50,,,,end of list
975386,Everest Rehabilitation Hospital Longview,Longview,183,,,18,69,end of list
013001,Grace Medical Center,Lubbock,303,193,174,168,189,end of list
145000,University Medical Center,Lubbock,303,6051,5959,5842,5790,end of list
465000,Covenant Medical Center,Lubbock,303,3936,4079,3949,3786,end of list
686000,Covenant Childrens Hospital,Lubbock,303,1955,1760,1843,1952,end of list
801500,Lubbock Heart Hospital,Lubbock,303,708,678,552,619,end of list
804000,Sunrise Canyon,Lubbock,303,218,202,197,154,end of list
846200,Covenant Specialty Hospital,Lubbock,303,92,95,90,76,end of list
975020,TrustPoint Rehabilitation Hospital of Lubbock,Lubbock,303,364,365,353,318,end of list
975371,South Plains Rehab Hospital,Lubbock,303,,41,255,268,end of list
129000,CHI St Lukes Health Memorial Lufkin,Lufkin,005,1637,1647,1677,1636,end of list
481000,Woodland Heights Medical Center,Lufkin,005,1672,1628,1752,1730,end of list
973420,Oceans Behavioral Hospital of Lufkin,Lufkin,005,128,135,146,131,end of list
975319,PAM Specialty Hospital of Lufkin,Lufkin,005,84,79,104,84,end of list
597000,Ascension Seton Edgar B Davis,Luling,055,137,161,166,157,end of list
848200,PAM Specialty Hospital of Luling,Luling,055,141,150,157,177,end of list
041000,CHI St Joseph Health Madison Hospital,Madisonville,313,57,63,59,53,end of list
657000,Kindred Hospital-Mansfield,Mansfield,439,105,120,105,99,end of list
842800,Methodist Mansfield Medical Center,Mansfield,439,3412,3343,3373,3487,end of list
974220,Baylor Emergency Medical Center,Mansfield,439,42,41,39,29,end of list
975378,Trusted Medical Centers Mansfield,Mansfield,439,,,3,,end of list
974940,Baylor Scott & White Medical Center Marble Falls,Marble Falls,053,739,684,720,655,end of list
517000,Falls Community Hospital & Clinic,Marlin,145,40,35,28,26,end of list
020000,CHRISTUS Good Shepherd Medical Center-Marshall,Marshall,203,575,521,474,477,end of list
601000,Rio Grande Regional Hospital,McAllen,215,4253,3984,4104,4404,end of list
802001,South Texas Health System McAllen,McAllen,215,4043,3907,4288,4510,end of list
802003,South Texas Health System Heart,McAllen,215,934,841,830,877,end of list
816300,Solara Specialty Hospitals McAllen,McAllen,215,143,166,147,158,end of list
240000,McCamey Hospital,McCamey,461,7,15,14,25,end of list
246000,Medical City-McKinney,McKinney,085,3381,3586,3667,3924,end of list
937000,Methodist McKinney Hospital,McKinney,085,265,210,244,377,end of list
971900,Baylor Scott & White Medical Center McKinney,McKinney,085,2628,2709,2741,2724,end of list
975385,Baylor Scott & White The Heart Hospital McKinney,McKinney,085,,,36,64,end of list
315003,Dallas Regional Medical Center,Mesquite,113,1978,1887,1894,1930,end of list
670001,Mesquite Rehab Hospital,Mesquite,113,150,152,151,160,end of list
840000,Mesquite Specialty Hospital,Mesquite,113,62,75,87,62,end of list
505000,Parkview Regional Hospital,Mexia,293,160,173,153,152,end of list
101400,Oceans Behavioral Hospital of the Permian Basin,Midland,329,393,444,406,484,end of list
452000,Midland Memorial Hospital,Midland,329,3323,3178,3271,3405,end of list
693000,Encompass Health Rehab Hospital-Midland Odessa,Midland,329,427,441,423,387,end of list
034000,Palo Pinto General Hospital,Mineral Wells,363,484,502,457,472,end of list
370000,Mission Regional Medical Center,Mission,215,2464,2319,2302,2431,end of list
468000,Ward Memorial Hospital,Monahans,475,106,87,32,93,end of list
159000,Cochran Memorial Hospital,Morton,079,2,1,2,2,end of list
137000,Titus Regional Medical Center,Mount Pleasant,449,966,899,1064,716,end of list
365000,Muenster Memorial Hospital,Muenster,097,49,26,24,57,end of list
631000,Muleshoe Area Medical Center,Muleshoe,017,50,49,49,40,end of list
973550,Baylor Emergency Medical Center at Murphy,Murphy,085,28,36,33,46,end of list
392000,Nacogdoches Medical Center,Nacogdoches,347,1136,1121,1282,1213,end of list
478000,Nacogdoches Memorial Hospital,Nacogdoches,347,1013,1032,933,979,end of list
973640,Houston Methodist St John Hospital,Nassau Bay,201,1824,1922,1888,1709,end of list
728800,CHI St Joseph Health Grimes Hospital,Navasota,185,48,45,63,46,end of list
127000,Mid-Jefferson Extended Care Hospital,Nederland,245,144,156,121,130,end of list
124100,PAM Specialty Hospital of New Braunfels,New Braunfels,091,175,142,148,148,end of list
786200,New Braunfels Regional Rehab Hospital,New Braunfels,091,206,202,224,219,end of list
863300,CHRISTUS Santa Rosa Hospital New Braunfels,New Braunfels,091,1191,1154,1209,1166,end of list
973850,Resolute Health,New Braunfels,091,1158,1158,,2210,end of list
348000,Nocona General Hospital,Nocona,337,61,81,60,81,end of list
437000,Medical City North Hills,North Richland Hills,439,1722,1674,1689,1792,end of list
181000,Medical Center Hospital,Odessa,135,3201,3016,3028,3143,end of list
425000,Odessa Regional Medical Center,Odessa,135,2017,1968,1988,1877,end of list
974720,ContinueCare Hospital at Medical Center Odessa,Odessa,135,59,60,57,57,end of list
294000,Hamilton Hospital,Olney,503,77,64,74,82,end of list
574001,Palacios Community Medical Center,Palacios,321,11,10,21,10,end of list
629001,Palestine Regional Medical Center,Palestine,001,886,904,965,888,end of list
832900,Pampa Regional Medical Center,Pampa,179,467,412,341,272,end of list
095003,Paris Regional Medical Center North Campus,Paris,277,1872,1917,2130,2193,end of list
349001,HCA Houston Healthcare Southeast,Pasadena,201,3854,3754,4073,4076,end of list
694100,Surgery Specialty Hospitals of America-Southeast Houston,Pasadena,201,47,43,39,25,end of list
801000,Kindred Hospital Bay Area,Pasadena,201,159,170,173,140,end of list
846100,St Lukes Patients Medical Center,Pasadena,201,822,795,843,788,end of list
975363,Oceans Behavioral Hospital of Pasadena,Pasadena,201,,62,93,124,end of list
974390,HCA Houston Healthcare Pearland,Pearland,039,799,724,844,909,end of list
975138,Memorial Hermann Pearland Hospital,Pearland,039,1214,1230,1289,1028,end of list
975246,Encompass Health Rehab Hospital Pearland,Pearland,039,265,280,279,283,end of list
441000,Frio Regional Hospital,Pearsall,163,46,26,75,110,end of list
367000,Reeves County Hospital,Pecos,389,249,241,239,225,end of list
098000,Ochiltree General Hospital,Perryton,357,164,142,162,155,end of list
975340,Baylor Scott & White Medical Center Pflugerville,Pflugerville,453,96,130,154,181,end of list
975297,UT Health East Pittsburg Hospital,Pittsburg,063,195,206,180,178,end of list
146000,Covenant Hospital-Plainview,Plainview,189,485,464,406,445,end of list
816001,Allegiance Behavioral Health Center-Plainview,Plainview,189,83,82,66,66,end of list
143001,Childrens Medical Center Plano,Plano,085,697,556,527,862,end of list
214000,Medical City Plano,Plano,085,5739,5969,6239,6446,end of list
664000,Texas Health Presbyterian Hospital-Plano,Plano,085,5079,5175,5163,5215,end of list
670000,Encompass Health Rehab Hospital Plano,Plano,085,417,439,390,378,end of list
720000,Texas Health Seay Behavioral Health Hospital,Plano,085,574,529,445,438,end of list
789800,LifeCare Hospital-Plano,Plano,085,146,149,121,,end of list
814001,Baylor Scott & White Medical Center-Plano,Plano,085,1720,1676,1642,1750,end of list
815300,Texas Health Center-Diagnostics & Surgery Plano,Plano,085,152,188,174,177,end of list
844000,Baylor Scott & White The Heart Hospital Plano,Plano,085,1429,1440,1444,1399,end of list
971200,Accel Rehab Hospital of Plano,Plano,085,128,124,133,112,end of list
973390,Legent Hospital for Special Surgery,Plano,085,35,41,51,72,end of list
974160,Wellbridge Hospital of Plano,Plano,085,178,184,182,171,end of list
974920,Plano Surgical Hospital,Plano,085,20,18,,,end of list
975178,Eating Recovery Center,Plano,085,51,1,31,55,end of list
975790,LifeCare Hospital of Plano,Plano,085,,,,110,end of list
299001,CHRISTUS Southeast Texas -St Mary,Port Arthur,245,33,28,3,,end of list
464002,Medical Center-Southeast Texas,Port Arthur,245,1812,1671,1914,1773,end of list
487000,Memorial Medical Center,Port Lavaca,057,211,193,126,128,end of list
102000,Hardeman County Memorial Hospital,Quanah,197,34,34,28,28,end of list
975298,UT Health East Texas Quitman Hospital,Quitman,499,287,222,214,246,end of list
290000,Rankin County Hospital District,Rankin,461,14,9,5,10,end of list
368000,Refugio County Memorial Hospital District,Refugio,391,6,14,13,14,end of list
549000,Methodist Richardson Medical Center,Richardson,113,401,401,357,360,end of list
549001,Bush Renner,Richardson,085,3081,3131,3172,3187,end of list
861300,Encompass Health Rehab Hospital Richardson,Richardson,113,335,359,341,335,end of list
975143,Vibra Hospital of Richardson,Richardson,113,37,39,40,45,end of list
975168,Eminent Medical Center,Richardson,113,20,24,32,49,end of list
230000,Oakbend Medical Center,Richmond,157,801,728,770,710,end of list
230001,Oakbend Medical Center,Richmond,157,817,665,687,709,end of list
974260,Westpark Springs,Richmond,157,621,582,583,622,end of list
393000,Starr County Memorial Hospital,Rio Grande City,427,258,265,215,253,end of list
859900,Texas Health Hospital Rockwall,Rockwall,397,1027,991,1003,1071,end of list
973610,Baylor Emergency Medical Center at Rockwall,Rockwall,397,50,43,38,62,end of list
355000,Fisher County Hospital District,Rotan,151,28,25,29,16,end of list
608000,Round Rock Medical Center,Round Rock,491,2903,3062,3006,2988,end of list
852600,Baylor Scott & White Medical Center Round Rock,Round Rock,491,1855,1709,1797,1742,end of list
861700,Ascension Seton Williamson,Round Rock,491,1939,1938,1866,1827,end of list
866100,Encompass Health Rehab Hospital Round Rock,Round Rock,491,336,343,381,378,end of list
973410,Cornerstone Specialty Hospitals Round Rock,Round Rock,491,78,87,80,84,end of list
975339,PAM Rehab Hospital Round Rock,Round Rock,491,134,172,212,196,end of list
975286,Baylor Scott & White Medical Center Lake Pointe,Rowlette,113,2015,2231,2280,2124,end of list
000107,Rusk State Hospital,Rusk,073,74,72,76,91,end of list
056000,San Angelo Community Medical Center,San Angelo,451,1161,1001,1000,945,end of list
168000,Shannon West Texas Memorial Hospital,San Angelo,451,4046,4042,3865,3787,end of list
747000,River Crest Hospital,San Angelo,451,640,654,717,748,end of list
000108,Texas Center for Infectious Disease,San Antonio,029,32,15,29,17,end of list
000110,San Antonio State Hospital,San Antonio,029,144,161,156,147,end of list
081001,Mission Trail Baptist Hospital,San Antonio,029,1690,1729,1582,1676,end of list
101100,Baptist Emergency Hospital Hausman,San Antonio,029,66,49,55,50,end of list
114001,Baptist Medical Center,San Antonio,029,3998,3883,4043,4014,end of list
134001,Northeast Baptist Hospital,San Antonio,029,3210,3169,3161,3109,end of list
154000,Methodist Hospital,San Antonio,029,10978,10785,11407,11758,end of list
154001,Methodist Specialty & Transplant Hospital,San Antonio,029,2922,3161,3196,3100,end of list
154002,Northeast Methodist Hospital,San Antonio,029,2576,2589,2561,2569,end of list
154003,Methodist Texsan Hospital,San Antonio,029,1452,1500,1462,1518,end of list
158000,University Hospital,San Antonio,029,7959,8078,8615,8589,end of list
228001,Southwest General Hospital,San Antonio,029,2499,2309,2305,2318,end of list
283000,Metropolitan Methodist Hospital,San Antonio,029,4966,5149,5385,5292,end of list
339001,CHRISTUS Santa Rosa Medical Center,San Antonio,029,1524,1393,1368,1347,end of list
339002,CHRISTUS Santa Rosa Hospital-Westover Hills,San Antonio,029,2925,2899,2924,2901,end of list
396001,Nix Specialty Health Center,San Antonio,029,520,523,483,,end of list
396002,Nix Health Care System,San Antonio,029,721,581,299,,end of list
503001,St Lukes Baptist Hospital,San Antonio,029,3563,3540,3685,3770,end of list
634000,Childrens Hospital of San Antonio,San Antonio,029,1644,1449,1463,1692,end of list
636000,Encompass Health Rehab Hospital San Antonio,San Antonio,029,304,294,259,260,end of list
645000,Kindred Hospital-San Antonio,San Antonio,029,84,105,77,83,end of list
647000,Baptist Emergency Hospital Thousand Oaks,San Antonio,029,62,39,66,48,end of list
677001,North Central Baptist Hospital,San Antonio,029,5095,5258,5239,5404,end of list
681001,Methodist Ambulatory Surgery Hospital-Northwest,San Antonio,029,126,106,87,107,end of list
723001,Laurel Ridge Treatment Center,San Antonio,029,1881,1924,1927,2090,end of list
737000,Clarity Child Guidance Center,San Antonio,029,571,644,657,870,end of list
786800,South Texas Spine & Surgical Hospital,San Antonio,029,319,384,429,470,end of list
815000,LifeCare Hospital-San Antonio,San Antonio,029,144,147,102,,end of list
844600,Warm Springs Rehab Hospital-San Antonio,San Antonio,029,241,319,293,312,end of list
844601,Warm Springs Rehab Hospital Thousand Oaks,San Antonio,029,206,210,224,218,end of list
844602,Warm Springs Rehab Hospital Westover Hills,San Antonio,029,244,263,267,285,end of list
852100,Foundation Surgical Hospital-San Antonio,San Antonio,029,273,280,296,397,end of list
874100,Methodist Stone Oak Hospital,San Antonio,029,3694,3825,4081,4119,end of list
972810,Baptist Emergency Hospital Overlook,San Antonio,029,61,50,40,48,end of list
972960,PAM Specialty Hospital of San Antonio,San Antonio,029,85,85,76,81,end of list
973000,Baptist Emergency Hospital Westover Hills,San Antonio,029,65,76,67,74,end of list
973300,Select Rehabilitation Hospital-San Antonio,San Antonio,029,174,161,140,169,end of list
973530,Nix Behavioral Health Center,San Antonio,029,788,657,590,,end of list
973900,San Antonio Behavioral Healthcare Hospital,San Antonio,029,1391,1668,1715,1917,end of list
973930,CHRISTUS Santa Rosa Hospital Alamo Heights,San Antonio,029,85,92,131,185,end of list
974980,Legent Orthodpedic + Spine,San Antonio,029,213,293,322,357,end of list
975155,Kindred Hospital San Antonio Central,San Antonio,029,81,102,114,122,end of list
975179,Baptist Emergency Hospital Zarzamora,San Antonio,029,86,70,83,71,end of list
975320,San Antonio AMG Specialty Hospital,San Antonio,029,37,51,,,end of list
975364,Southcross Hospital San Antonio,San Antonio,029,,23,1,,end of list
072000,CHI St Lukes Health Memorial San Augustine,San Augustine,419,57,49,56,62,end of list
556000,Central Texas Medical Center,San Marcos,209,1163,994,1004,973,end of list
974810,Wellbridge Hospital of San Marcos,San Marcos,209,121,132,134,135,end of list
973120,Baptist Emergency Hospital Schertz,Schertz,187,67,54,58,43,end of list
155000,Guadalupe Regional Medical Center,Seguin,187,1094,1046,945,1059,end of list
113000,Memorial Hospital,Seminole,165,353,377,339,252,end of list
546000,Seymour Hospital,Seymour,023,125,84,81,75,end of list
571000,Shamrock General Hospital,Shamrock,483,10,2,17,20,end of list
795000,Nexus Specialty Hospital Shenandoah Campus,Shenandoah,339,72,76,73,67,end of list
873700,Encompass Health Rehab Hospital Vision Park,Shenandoah,339,356,370,400,372,end of list
297000,Wilson N Jones Regional Medical Center,Sherman,181,1383,1442,1320,1366,end of list
864600,Carrus Specialty Hospital,Sherman,181,115,146,105,108,end of list
957000,Carrus Rehab Hospital,Sherman,005,178,164,172,172,end of list
974910,Baylor Scott & White Surgical Hospital at Sherman,Sherman,181,130,131,153,174,end of list
424500,Ascension Seton Smithville,Smithville,021,42,51,37,34,end of list
439000,Cogdell Memorial Hospital,Snyder,415,230,207,177,205,end of list
147000,Lillian M Hudspeth Memorial Hospital,Sonora,435,51,38,33,42,end of list
812800,Texas Health Harris Methodist Hospital Southlake,Southlake,439,253,205,241,270,end of list
975153,Methodist Southlake Hospital,Southlake,439,63,80,107,114,end of list
395000,Hansford County Hospital,Spearman,195,29,17,9,11,end of list
975122,CHI St Lukes Health Springwoods Village,Spring,201,,2,11,28,end of list
975157,Spring Excellence Surgical Hospital,Spring,201,12,7,12,,end of list
975781,United Memorial Medical Center Spring Hospital,Spring,201,,,,1,end of list
874000,Atrium Medical Center,Stafford,157,64,57,54,47,end of list
388000,Martin County Hospital District,Stanton,317,34,28,46,38,end of list
256000,Texas Health Harris Methodist Hospital-Stephenville,Stephenville,143,441,458,319,259,end of list
230002,Hospital for Surgical Excellence of Oakbend Medical Center,Sugar Land,157,6,1,,,end of list
609001,Memorial Hermann Sugar Land,Sugar Land,157,2576,2764,2712,2988,end of list
790500,Memorial Hermann Surgical Hospital First Colony,Sugar Land,157,81,90,92,90,end of list
792700,Kindred Hospital Sugar Land,Sugar Land,157,231,237,195,196,end of list
823000,Houston Methodist Sugar Land Hospital,Sugar Land,157,4878,5113,4972,5034,end of list
869700,St Lukes Sugar Land Hospital,Sugar Land,157,1284,1367,1449,1390,end of list
969000,Encompass Health Rehab Hospital Sugar Land,Sugar Land,157,318,363,339,340,end of list
975223,Memorial Hermann First Colony Hospital,Sugar Land,157,13,6,4,,end of list
975325,Sugarland Rehab Hospital,Sugar Land,157,65,88,96,130,end of list
975373,First Surgical Hospital Sugar Land,Sugar Land,157,,3,,,end of list
975411,St Michaels Elite Hospital,Sugar Land,157,,,,1,end of list
975159,Christus Mother Frances Hospital Sulphur Springs,Sulphur Springs,223,900,917,870,978,end of list
919000,Baylor Scott & White Medical Center Sunnyvale,Sunnyvale,113,1126,1154,1112,1101,end of list
178000,Sweeny Community Hospital,Sweeny,039,68,58,44,43,end of list
471000,Rolling Plains Memorial Hospital,Sweetwater,353,304,277,289,262,end of list
192000,Lynn County Hospital District,Tahoka,305,33,10,15,13,end of list
044000,Baylor Scott & White Medical Center Taylor,Taylor,491,118,91,95,91,end of list
537000,Baylor Scott & White Medical Center Temple,Temple,027,8007,8123,8266,7817,end of list
537006,Baylor Scott & White McLane Childrens Medical Center,Temple,027,949,832,637,849,end of list
850300,Baylor Scott & White Continuing Care Hospital,Temple,027,113,123,131,151,end of list
975390,Everest Rehabilitation Hospital Temple,Temple,027,,,1,67,end of list
000111,Terrell State Hospital,Terrell,257,359,327,306,300,end of list
144000,Wadley Regional Medical Center,Texarkana,037,1703,1738,1779,1698,end of list
684000,Encompass Health Rehab Hospital Texarkana,Texarkana,037,319,320,298,294,end of list
713001,CHRISTUS St Michael Rehab Hospital,Texarkana,037,194,248,224,202,end of list
788001,CHRISTUS St Michael Health System,Texarkana,037,3748,3678,3658,3676,end of list
974350,PAM Specialty Hospital of Texarkana North,Texarkana,037,53,53,58,76,end of list
793000,HCA Houston Healthcare Mainland,Texas City,167,1666,1611,1711,1606,end of list
975240,The Colony ER Hospital,The Colony,121,2,7,2,2,end of list
615000,Memorial Hermann The Woodlands Medical Center,The Woodlands,339,5701,5795,5929,6246,end of list
793100,St Lukes The Woodlands Hospital,The Woodlands,339,3164,3289,3395,3459,end of list
795001,Nexus Specialty Hospital,The Woodlands,339,20,17,14,11,end of list
923000,St Lukes Lakeside Hospital,The Woodlands,339,214,221,177,209,end of list
974150,Woodlands Specialty Hospital,The Woodlands,339,4,16,13,5,end of list
975205,Texas Childrens Hospital The Woodlands,The Woodlands,339,734,761,730,1026,end of list
975208,Houston Methodist The Woodlands Hospital,The Woodlands,339,2582,2768,3272,3563,end of list
428000,Throckmorton County Memorial Hospital,Throckmorton,447,15,18,20,16,end of list
076000,HCA Houston Healthcare Tomball,Tomball,201,2248,2790,2785,2796,end of list
792601,Kindred Hospital Tomball,Tomball,201,100,124,119,101,end of list
975224,Memorial Hermann Tomball Hospital,Tomball,201,34,27,15,,end of list
805100,Baylor Medical Center Trophy Club,Trophy Club,121,215,284,303,438,end of list
273000,Swisher Memorial Hospital,Tulia,437,38,29,23,39,end of list
000112,UT Health Center-Tyler,Tyler,423,192,152,160,169,end of list
286000,Christus Mother Frances Hospital Tyler,Tyler,423,6997,6904,7055,7104,end of list
692000,CHRISTUS Trinity Mother Frances Rehab Hospital,Tyler,423,570,548,508,504,end of list
790200,Baylor Scott & White Texas Spine & Joint Hospital,Tyler,423,520,573,566,591,end of list
806500,Tyler Continue Care Hospital,Tyler,423,129,138,124,120,end of list
975202,CHRISTUS Mother Frances Hospital-South Tyler,Tyler,423,8,2,5,5,end of list
975299,UT Health East Texas Tyler Regional Hospital,Tyler,423,5550,5829,5770,5555,end of list
975301,UT Health East Texas Rehabilitation Hospital,Tyler,423,207,222,253,223,end of list
975302,UT Health East Texas Long Term Acute Care,Tyler,423,104,78,73,59,end of list
063000,Uvalde Memorial Hospital,Uvalde,463,272,330,335,339,end of list
139000,Culberson Hospital,Van Horn,109,46,30,28,32,end of list
000113,North Texas State Hospital-Vernon,Vernon,487,194,187,99,121,end of list
084000,Wilbarger General Hospital,Vernon,487,159,156,179,159,end of list
064000,Citizens Medical Center,Victoria,469,1878,1899,1992,2002,end of list
453000,DeTar Hospital-Navarro,Victoria,469,1650,1539,1460,1440,end of list
453001,DeTar Hospital-North,Victoria,469,675,652,790,748,end of list
848100,PAM Specialty Hospital of Victoria North,Victoria,469,92,112,85,57,end of list
973320,PAM Specialty Hospital of Victoria South,Victoria,469,76,79,78,84,end of list
973450,PAM Rehab Hospital of Victoria,Victoria,469,193,201,200,192,end of list
975406,PAM Specialty Hospital of Victoria Southeast,Victoria,469,,,,16,end of list
000117,Waco Center for Youth,Waco,309,44,43,39,31,end of list
040000,Ascension Providence,Waco,309,4281,4039,4120,4224,end of list
506001,Baylor Scott & White Medical Center Hillcrest,Waco,309,3957,4022,3990,4203,end of list
736000,Ascension Providence DePaul Center,Waco,309,283,312,305,266,end of list
285000,Baylor Scott & White Medical Center Waxahachie,Waxahachie,139,2062,2028,2232,2127,end of list
975000,Weatherford Rehabilitation Hospital,Weatherford,367,114,110,113,126,end of list
975241,Medical City Weatherford,Weatherford,367,1437,1462,1540,1621,end of list
212000,HCA Houston Healthcare Clear Lake,Webster,201,6296,6470,6779,7007,end of list
680000,Kindred Rehab Hospital Clear Lake,Webster,201,203,212,,,end of list
698004,Cornerstone Specialty Hospitals Clear Lake,Webster,201,125,135,129,123,end of list
720402,Kindred Hospital Clear Lake,Webster,201,177,195,206,190,end of list
822001,Houston Physicians Hospital,Webster,201,160,174,226,239,end of list
974530,PAM Rehabilitation Hospital of Clear Lake,Webster,201,270,283,311,297,end of list
975354,UTMB Clear Lake Hospital,Webster,201,,1040,1338,1438,end of list
975393,PAM Rehabilitation Hospital Clear Lake North Campus,Webster,201,,,138,189,end of list
195000,Collingsworth General Hospital,Wellington,087,24,48,33,26,end of list
480000,Knapp Medical Center,Weslaco,215,2379,2279,2484,2499,end of list
