THCIC_ID,Hospital_name,Hospital_city,COUNTY,q1,q2,q3,q4,End of List
969200,Behavioral Hospital-Bellaire,Houston,201,885,987,965,1005,end of record
970600,Encompass Health Rehab Hospital The Vintage,Houston,201,326,299,297,329,end of record
972200,Cornerstone Specialty Hospitals Medical Center,Houston,201,128,98,93,93,end of record
973100,St Joseph Medical Center-Heights,Houston,201,216,210,179,172,end of record
974370,Houston Behavioral Healthcare Hospital,Houston,201,892,903,814,905,end of record
975124,Sun Behavioral Houston,Houston,201,758,603,1085,954,end of record
975130,AD Hospital East,Houston,201,26,66,75,68,end of record
975152,Providence Hospital of North Houston,Houston,201,83,43,73,101,end of record
975166,First Texas Hospital,Houston,201,93,41,48,35,end of record
975216,Sacred Oak Medical Center,Houston,201,160,215,225,211,end of record
975250,"Altus Houston Hospital, Celestial Hospital, Odyssey Hospital",Houston,201,12,25,44,47,end of record
975251,New Life Hospital,Houston,201,,5,2,,end of record
975337,UGH Pain & Spine,Houston,201,,,,3,end of record
616000,Encompass Health Rehab Hospital Humble,Humble,201,298,273,265,261,end of record
847100,Memorial Hermann Northeast,Humble,201,3547,3466,3190,3427,end of record
865900,SE Texas ER and Hospital,Humble,201,52,16,25,12,end of record
969600,Kindred Rehab Hospital Northeast Houston,Humble,201,125,94,101,141,end of record
975234,Townsen Memorial Hospital,Humble,201,,,7,10,end of record
061000,Huntsville Memorial Hospital,Huntsville,471,1298,1240,1182,1168,end of record
975154,Saint Camillus Medical Center,Hurst,439,36,23,31,38,end of record
258000,Iraan General Hospital,Iraan,371,11,5,13,6,end of record
300000,Baylor Scott & White Medical Center-Irving,Irving,113,3326,2947,2725,2931,end of record
799500,Baylor Surgical Hospital at Las Colinas,Irving,113,175,182,180,221,end of record
814000,Medical City Las Colinas,Irving,113,1863,1959,2098,1990,end of record
046000,Faith Community Hospital,Jacksboro,237,68,71,69,71,end of record
416000,East Texas Medical Center-Jacksonville,Jacksonville,073,341,,,,end of record
725400,Christus Mother Frances Hospital-Jacksonville,Jacksonville,073,191,161,160,164,end of record
975296,UT Health East Texas Jacksonville Hospital,Jacksonville,073,,344,342,352,end of record
038001,CHRISTUS Southeast Texas - Jasper Memorial,Jasper,241,296,287,216,230,end of record
975221,Methodist Hospital South,Jourdanton,013,458,423,465,467,end of record
205000,Kimble Hospital,Junction,267,37,21,18,27,end of record
534001,Memorial Hermann Katy Hospital,Katy,157,2909,3278,3328,3362,end of record
838400,Memorial Hermann Rehab Hospital Katy,Katy,201,116,165,195,190,end of record
973620,Houston Methodist Continuing Care Hospital,Katy,201,124,128,91,94,end of record
974500,Oceans Behavioral Hospital of Katy,Katy,201,231,254,245,225,end of record
303000,Texas Health Presbyterian Hospital-Kaufman,Kaufman,257,378,295,344,310,end of record
973540,Baylor Emergency Medical Center at Keller,Keller,439,28,22,34,29,end of record
357000,Otto Kaiser Memorial Hospital,Kenedy,255,43,48,29,39,end of record
062000,Winkler County Memorial Hospital,Kermit,495,48,46,43,32,end of record
000106,Kerrville State Hospital,Kerrville,265,14,14,12,12,end of record
406000,Peterson Regional Medical Center,Kerrville,265,1193,1088,1096,989,end of record
397001,Adventhealth Central Texas,Killeen,027,2043,1913,1851,1832,end of record
216001,CHRISTUS Spohn Hospital-Kleberg,Kingsville,273,781,695,765,741,end of record
675000,HCA Houston Healthcare Kingwood,Kingwood,201,5545,5491,5506,5551,end of record
813800,Memorial Hermann Specialty Hospital Kingwood,Kingwood,201,67,98,83,106,end of record
818600,Kingwood Pines Hospital,Kingwood,201,900,899,833,836,end of record
975258,Kingwood Emergency Hospital,Kingwood,201,,,,21,end of record
568000,Knox County Hospital,Knox City,275,14,8,14,19,end of record
921000,Ascension Seton Hays,Kyle,209,1990,2107,2033,2314,end of record
973970,Warm Springs Rehab Hospital Kyle,Kyle,209,233,251,214,248,end of record
823400,St Marks Medical Center,La Grange,149,304,233,233,267,end of record
436000,CHI St Lukes Health Brazosport,Lake Jackson,039,1928,992,952,1009,end of record
974310,Vibra Rehab Hospital of Lake Travis,Lakeway,453,163,154,,,end of record
975165,Baylor Scott & White Medical Center Lakeway,Lakeway,453,899,779,844,901,end of record
975313,Baylor Scott & White Institute for Rehabilitation - Lakeway,Lakeway,453,,,136,150,end of record
341000,Medical Arts Hospital,Lamesa,115,107,59,70,85,end of record
397000,Adventhealth Rollins Brook,Lampasas,281,181,142,115,112,end of record
973180,Crescent Medical Center Lancaster,Lancaster,113,131,165,174,187,end of record
207001,Laredo Medical Center,Laredo,479,4143,3911,4435,4080,end of record
301000,Doctors Hospital-Laredo,Laredo,479,2304,2136,2222,2380,end of record
836300,Laredo Specialty Hospital,Laredo,479,95,89,98,89,end of record
974470,Laredo Rehabilitation Hospital,Laredo,479,100,106,106,113,end of record
718000,Devereux Texas Treatment Network,League City,167,4,13,6,10,end of record
975140,UTMB League City Campus Hospital,League City,167,712,763,871,877,end of record
307000,Covenant Hospital-Levelland,Levelland,219,248,171,221,215,end of record
394000,Medical City Lewisville,Lewisville,121,2171,1987,1999,1964,end of record
089001,Liberty Dayton Regional Medical Center,Liberty,291,51,21,21,22,end of record
217000,Lamb Healthcare Center,Littlefield,279,124,94,98,74,end of record
466000,CHI St Lukes Health - Memorial Livingston,Livingston,373,610,580,587,559,end of record
476000,Baylor Scott & White Medical Center Llano,Llano,299,72,40,36,39,end of record
010000,WJ Mangold Memorial Hospital,Lockney,153,58,19,29,51,end of record
029000,CHRISTUS Good Shepherd Medical Center-Longview,Longview,183,4315,4418,3610,4360,end of record
106100,Oceans Behavioral Hospital of Longview,Longview,183,151,150,148,154,end of record
525000,Longview Regional Medical Center,Longview,183,2781,2690,2929,3061,end of record
794600,Select Specialty Hospital-Longview,Longview,183,83,92,70,69,end of record
944000,Magnolia Behavioral Hospital of East Texas,Longview,183,83,72,86,50,end of record
013001,Grace Medical Center,Lubbock,303,302,289,266,218,end of record
145000,University Medical Center,Lubbock,303,5948,5801,5850,5817,end of record
465000,Covenant Medical Center,Lubbock,303,3918,3876,3933,4047,end of record
686000,Covenant Childrens Hospital,Lubbock,303,1797,1671,1711,1875,end of record
801500,Lubbock Heart Hospital,Lubbock,303,644,646,601,675,end of record
804000,Sunrise Canyon,Lubbock,303,96,92,110,190,end of record
846200,Covenant Specialty Hospital,Lubbock,303,114,108,100,103,end of record
975020,TrustPoint Rehabilitation Hospital of Lubbock,Lubbock,303,323,331,338,348,end of record
129000,CHI St Lukes Health Memorial Lufkin,Lufkin,005,1669,1611,1615,1162,end of record
481000,Woodland Heights Medical Center,Lufkin,005,1636,1566,1609,1665,end of record
691000,CHI St Lukes Health Memorial Specialty Hospital,Lufkin,005,37,37,,,end of record
973420,Oceans Behavioral Hospital of Lufkin,Lufkin,005,121,125,131,119,end of record
975319,PAM Specialty Hospital of Lufkin,Lufkin,005,,,54,67,end of record
597000,Ascension Seton Edgar B Davis,Luling,055,207,175,140,158,end of record
848200,PAM Specialty Hospital of Luling,Luling,055,152,148,128,137,end of record
041000,CHI St Joseph Health Madison Hospital,Madisonville,313,52,41,51,57,end of record
657000,Kindred Hospital-Mansfield,Mansfield,439,114,98,102,76,end of record
842800,Methodist Mansfield Medical Center,Mansfield,439,3277,2991,3239,3334,end of record
974220,Baylor Emergency Medical Center,Mansfield,439,26,34,30,31,end of record
974940,Baylor Scott & White Medical Center Marble Falls,Marble Falls,053,700,679,715,721,end of record
517000,Falls Community Hospital & Clinic,Marlin,145,105,69,52,28,end of record
020000,CHRISTUS Good Shepherd Medical Center-Marshall,Marshall,203,935,642,536,596,end of record
601000,Rio Grande Regional Hospital,McAllen,215,4358,4173,4253,4323,end of record
802001,McAllen Medical Center,McAllen,215,3919,3625,3590,4076,end of record
802003,McAllen Heart Hospital,McAllen,215,847,753,722,808,end of record
816300,Solara Specialty Hospitals McAllen,McAllen,215,150,136,158,159,end of record
240000,McCamey Hospital,McCamey,461,38,17,8,23,end of record
246000,Medical City-McKinney,McKinney,085,3217,3501,3401,3494,end of record
937000,Methodist McKinney Hospital,McKinney,085,264,277,243,339,end of record
971900,Baylor Scott & White Medical Center McKinney,McKinney,085,2574,2570,2561,2694,end of record
315003,Dallas Regional Medical Center,Mesquite,113,1686,1629,1665,1952,end of record
670001,Mesquite Rehab Hospital,Mesquite,113,176,168,151,161,end of record
840000,Mesquite Specialty Hospital,Mesquite,113,107,94,84,83,end of record
505000,Parkview Regional Hospital,Mexia,293,124,115,121,166,end of record
101400,Oceans Behavioral Hospital of the Permian Basin,Midland,329,503,532,448,422,end of record
210100,ContinueCare Hospital of Midland,Midland,329,45,43,,,end of record
452000,Midland Memorial Hospital,Midland,329,3261,2786,3196,3081,end of record
693000,Encompass Health Rehab Hospital-Midland Odessa,Midland,329,438,412,384,409,end of record
034000,Palo Pinto General Hospital,Mineral Wells,363,452,396,402,426,end of record
370000,Mission Regional Medical Center,Mission,215,2680,2439,2405,2414,end of record
468000,Ward Memorial Hospital,Monahans,475,98,81,72,124,end of record
159000,Cochran Memorial Hospital,Morton,079,1,6,4,,end of record
137000,Titus Regional Medical Center,Mount Pleasant,449,1107,947,1074,815,end of record
365000,Muenster Memorial Hospital,Muenster,097,53,68,54,62,end of record
631000,Muleshoe Area Medical Center,Muleshoe,017,61,34,49,81,end of record
973550,Baylor Emergency Medical Center at Murphy,Murphy,085,36,41,37,43,end of record
392000,Nacogdoches Medical Center,Nacogdoches,347,1166,1180,1252,995,end of record
478000,Nacogdoches Memorial Hospital,Nacogdoches,347,1146,1097,1133,1046,end of record
973640,Houston Methodist St John Hospital,Nassau Bay,201,1698,1814,1831,1882,end of record
728800,CHI St Joseph Health Grimes Hospital,Navasota,185,58,43,35,27,end of record
127000,Mid-Jefferson Extended Care Hospital,Nederland,245,166,158,154,158,end of record
124100,PAM Specialty Hospital of New Braunfels,New Braunfels,091,153,162,160,186,end of record
786200,New Braunfels Regional Rehab Hospital,New Braunfels,091,219,206,189,206,end of record
863300,CHRISTUS Santa Rosa Hospital New Braunfels,New Braunfels,091,1255,1160,972,1123,end of record
973850,Resolute Health,New Braunfels,091,1211,1102,1151,1013,end of record
348000,Nocona General Hospital,Nocona,337,85,47,37,77,end of record
437000,Medical City North Hills,North Richland Hills,439,1839,1611,1591,1638,end of record
181000,Medical Center Hospital,Odessa,135,2889,2797,2989,2930,end of record
425000,Odessa Regional Medical Center,Odessa,135,2080,1941,2080,1994,end of record
974720,ContinueCare Hospital at Medical Center Odessa,Odessa,135,57,40,54,63,end of record
294000,Hamilton Hospital,Olney,503,106,122,103,78,end of record
574001,Palacios Community Medical Center,Palacios,321,12,19,13,10,end of record
629001,Palestine Regional Medical Center,Palestine,001,1140,1053,1006,986,end of record
832900,Pampa Regional Medical Center,Pampa,179,501,392,377,418,end of record
095002,Paris Regional Medical Center South Campus,Paris,277,1865,,,,end of record
095003,Paris Regional Medical Center North Campus,Paris,277,,2037,1907,1976,end of record
975257,Dubuis Hospital Paris,Paris,277,32,12,,,end of record
349001,HCA Houston Healthcare Southeast,Pasadena,201,3771,3576,3815,3730,end of record
694100,Surgery Specialty Hospitals of America-Southeast Houston,Pasadena,201,26,30,20,21,end of record
801000,Kindred Hospital Bay Area,Pasadena,201,192,164,177,189,end of record
846100,St Lukes Patients Medical Center,Pasadena,201,710,781,718,787,end of record
974390,HCA Houston Healthcar Pearland,Pearland,039,591,622,630,643,end of record
975138,Memorial Hermann Pearland Hospital,Pearland,039,1159,1255,1280,1315,end of record
975246,Encompass Health Rehab Hospital Pearland,Pearland,039,190,223,238,266,end of record
441000,Frio Regional Hospital,Pearsall,163,64,57,62,50,end of record
367000,Reeves County Hospital,Pecos,389,269,250,212,183,end of record
098000,Ochiltree General Hospital,Perryton,357,157,142,160,142,end of record
975340,Baylor Scott & White Medical Center Pflugerville,Pflugerville,453,,,,15,end of record
438000,East Texas Medical Center-Pittsburg,Pittsburg,063,222,,,,end of record
975297,UT Health East Pittsburg Hospital,Pittsburg,063,,181,184,176,end of record
146000,Covenant Hospital-Plainview,Plainview,189,587,509,512,483,end of record
816001,Allegiance Behavioral Health Center-Plainview,Plainview,189,72,70,70,65,end of record
143001,Childrens Medical Center Plano,Plano,085,671,570,462,600,end of record
214000,Medical City Plano,Plano,085,5688,5875,5951,5790,end of record
664000,Texas Health Presbyterian Hospital-Plano,Plano,085,4990,4977,5153,5328,end of record
670000,Encompass Health Rehab Hospital Plano,Plano,085,408,343,351,394,end of record
720000,Texas Health Seay Behavioral Health Hospital,Plano,085,596,567,479,606,end of record
789800,LifeCare Hospital-Plano,Plano,085,162,152,151,148,end of record
814001,Baylor Scott & White Medical Center-Plano,Plano,085,1945,1847,1636,1650,end of record
815300,Texas Health Center-Diagnostics & Surgery Plano,Plano,085,127,151,144,148,end of record
844000,Baylor Scott & White The Heart Hospital Plano,Plano,085,1287,1284,1309,1354,end of record
971200,Accel Rehab Hospital of Plano,Plano,085,111,111,106,121,end of record
973390,Legent Hospital for Special Surgery,Plano,085,10,115,9,27,end of record
974160,Wellbridge Hospital of Plano,Plano,085,95,101,99,113,end of record
974920,Plano Surgical Hospital,Plano,085,54,56,36,91,end of record
975178,Eating Recovery Center,Plano,085,57,23,1,13,end of record
299001,CHRISTUS Southeast Texas -St Mary,Port Arthur,245,38,38,32,36,end of record
464002,Medical Center-Southeast Texas,Port Arthur,245,2257,2065,2098,1912,end of record
487000,Memorial Medical Center,Port Lavaca,057,198,185,203,115,end of record
102000,Hardeman County Memorial Hospital,Quanah,197,39,33,152,26,end of record
411000,East Texas Medical Center-Quitman,Quitman,499,247,,,,end of record
975298,UT Health East Texas Quitman Hospital,Quitman,499,,217,221,204,end of record
290000,Rankin County Hospital District,Rankin,461,19,8,5,7,end of record
368000,Refugio County Memorial Hospital District,Refugio,391,19,18,20,14,end of record
549000,Methodist Richardson Medical Center,Richardson,113,530,413,392,396,end of record
549001,Bush Renner,Richardson,113,3061,2970,3149,3197,end of record
861300,Encompass Health Rehab Hospital Richardson,Richardson,113,350,338,320,328,end of record
975143,Vibra Hospital of Richardson,Richardson,113,59,46,49,45,end of record
975168,Eminent Medical Center,Richardson,113,6,13,13,29,end of record
230000,Oakbend Medical Center,Richmond,157,891,822,923,858,end of record
230001,Oakbend Medical Center,Richmond,157,965,1012,821,912,end of record
974260,Westpark Springs,Richmond,,754,779,797,692,end of record
393000,Starr County Memorial Hospital,Rio Grande City,427,322,244,234,280,end of record
369000,Little River Healthcare,Rockdale,331,38,48,37,,end of record
859900,Texas Health Presbyterian Hospital-Rockwall,Rockwall,397,1113,1139,1059,1070,end of record
973610,Baylor Emergency Medical Center at Rockwall,Rockwall,397,41,15,33,20,end of record
355000,Fisher County Hospital District,Rotan,151,15,17,27,28,end of record
608000,Round Rock Medical Center,Round Rock,491,2857,2831,2899,2930,end of record
852600,Baylor Scott & White Medical Center Round Rock,Round Rock,491,1833,1791,1694,1757,end of record
861700,Ascension Seton Williamson,Round Rock,491,1905,1951,1877,1860,end of record
866100,Encompass Health Rehab Hospital Round Rock,Round Rock,491,501,536,500,480,end of record
973410,Cornerstone Specialty Hospitals Round Rock,Round Rock,491,129,117,102,78,end of record
975339,PAM Rehab Hospital Round Rock,Round Rock,491,,,,13,end of record
625000,Baylor Scott & White Medical Center Lake Pointe,Rowlett,113,1403,,,,end of record
975286,Baylor Scott & White Medical Center Lake Pointe,Rowlette,113,207,2089,2071,2122,end of record
000107,Rusk State Hospital,Rusk,073,91,81,76,80,end of record
056000,San Angelo Community Medical Center,San Angelo,451,1285,1090,1063,1084,end of record
168000,Shannon West Texas Memorial Hospital,San Angelo,451,3686,3387,3863,3817,end of record
747000,River Crest Hospital,San Angelo,451,767,773,725,722,end of record
000108,Texas Center for Infectious Disease,San Antonio,029,15,20,29,31,end of record
000110,San Antonio State Hospital,San Antonio,029,186,233,144,138,end of record
081001,Mission Trail Baptist Hospital,San Antonio,029,1648,1501,1457,1590,end of record
101100,Baptist Emergency Hospital Hausman,San Antonio,029,37,36,23,58,end of record
114001,Baptist Medical Center,San Antonio,029,4518,3998,3939,3979,end of record
134001,Northeast Baptist Hospital,San Antonio,029,3199,3151,2983,3178,end of record
154000,Methodist Hospital,San Antonio,029,10693,10560,10825,10761,end of record
154001,Methodist Specialty & Transplant Hospital,San Antonio,029,3049,3153,2987,2902,end of record
154002,Northeast Methodist Hospital,San Antonio,029,2439,2371,2313,2406,end of record
154003,Methodist Texsan Hospital,San Antonio,029,1522,1448,1361,1392,end of record
158000,University Hospital,San Antonio,029,7990,8258,8094,8242,end of record
228001,Southwest General Hospital,San Antonio,029,2638,2607,2528,2455,end of record
283000,Metropolitan Methodist Hospital,San Antonio,029,5134,5026,5359,4999,end of record
339001,CHRISTUS Santa Rosa Medical Center,San Antonio,029,1327,1308,1092,1339,end of record
339002,CHRISTUS Santa Rosa Hospital-Westover Hills,San Antonio,029,2845,2823,2715,2947,end of record
396001,Nix Specialty Health Center,San Antonio,029,579,568,520,580,end of record
396002,Nix Health Care System,San Antonio,029,2036,1993,1903,2176,end of record
503001,St Lukes Baptist Hospital,San Antonio,029,3890,3686,3799,3628,end of record
634000,Childrens Hospital of San Antonio,San Antonio,029,1781,1461,1502,1660,end of record
636000,Encompass Health Rehab Hospital San Antonio,San Antonio,029,282,287,288,299,end of record
645000,Kindred Hospital-San Antonio,San Antonio,029,104,119,119,101,end of record
647000,Baptist Emergency Hospital Thousand Oaks,San Antonio,029,35,28,35,50,end of record
677001,North Central Baptist Hospital,San Antonio,029,5068,4988,5045,5186,end of record
681001,Methodist Ambulatory Surgery Hospital-Northwest,San Antonio,029,118,117,99,124,end of record
702001,Acuity Hospital South Texas,San Antonio,029,27,21,,,end of record
723001,Laurel Ridge Treatment Center,San Antonio,029,1985,1918,1879,1978,end of record
737000,Clarity Child Guidance Center,San Antonio,029,614,576,528,674,end of record
786800,South Texas Spine & Surgical Hospital,San Antonio,029,325,356,379,403,end of record
815000,LifeCare Hospital-San Antonio,San Antonio,029,175,160,138,165,end of record
844600,Warm Springs Rehab Hospital-San Antonio,San Antonio,029,251,274,251,246,end of record
844601,Warm Springs Rehab Hospital Thousand Oaks,San Antonio,029,216,205,204,185,end of record
844602,Warm Springs Rehab Hospital Westover Hills,San Antonio,029,261,267,246,234,end of record
852100,Foundation Surgical Hospital-San Antonio,San Antonio,029,267,342,332,373,end of record
874100,Methodist Stone Oak Hospital,San Antonio,029,3715,3657,3663,3677,end of record
972810,Baptist Emergency Hospital Overlook,San Antonio,029,37,32,37,51,end of record
972960,PAM Specialty Hospital of San Antonio,San Antonio,029,96,82,89,78,end of record
973000,Baptist Emergency Hospital Westover Hills,San Antonio,029,49,47,48,69,end of record
973300,Select Rehabilitation Hospital-San Antonio,San Antonio,029,261,213,112,154,end of record
973530,Nix Behavioral Health Center,San Antonio,029,641,688,668,811,end of record
973900,San Antonio Behavioral Healthcare Hospital,San Antonio,029,1081,1190,1146,1230,end of record
973930,CHRISTUS Santa Rosa Hospital Alamo Heights,San Antonio,029,74,76,62,86,end of record
974980,Legent Orthodpedic + Spine,San Antonio,029,20,12,10,168,end of record
975155,Kindred Hospital San Antonio Central,San Antonio,029,109,104,121,123,end of record
975179,Baptist Emergency Hospital Zarzamora,San Antonio,029,50,60,57,85,end of record
975320,San Antonio AMG Specialty Hospital,San Antonio,029,,,11,30,end of record
072000,CHI St Lukes Health Memorial San Augustine,San Augustine,419,57,40,55,67,end of record
556000,Central Texas Medical Center,San Marcos,209,1106,1108,1109,1165,end of record
974810,Wellbridge Hospital of San Marcos,San Marcos,209,27,21,24,86,end of record
973120,Baptist Emergency Hospital Schertz,Schertz,187,28,34,27,45,end of record
155000,Guadalupe Regional Medical Center,Seguin,187,1144,1170,1121,1099,end of record
113000,Memorial Hospital,Seminole,165,261,297,271,371,end of record
546000,Seymour Hospital,Seymour,023,138,117,104,104,end of record
571000,Shamrock General Hospital,Shamrock,483,14,15,10,9,end of record
795000,Nexus Specialty Hospital Shenandoah Campus,Shenandoah,339,89,69,56,49,end of record
873700,Encompass Health Rehab Hospital Vision Park,Shenandoah,339,401,359,326,325,end of record
297000,Wilson N Jones Regional Medical Center,Sherman,181,987,1148,1308,1252,end of record
297002,Wilson N Jones Regional Medical Center Behavioral Health,Sherman,181,71,92,30,,end of record
864600,Carrus Specialty Hospital,Sherman,181,61,81,113,137,end of record
957000,Carrus Rehab Hospital,Sherman,005,180,172,177,201,end of record
974910,Baylor Scott & White Surgical Hospital at Sherman,Sherman,181,114,114,130,134,end of record
424500,Ascension Seton Smithville,Smithville,021,52,38,7,39,end of record
439000,Cogdell Memorial Hospital,Snyder,415,238,204,178,225,end of record
147000,Lillian M Hudspeth Memorial Hospital,Sonora,435,42,21,29,21,end of record
812800,Texas Health Harris Methodist Hospital Southlake,Southlake,439,191,183,156,242,end of record
975153,Methodist Southlake Hospital,Southlake,439,99,96,110,143,end of record
395000,Hansford County Hospital,Spearman,195,18,8,14,19,end of record
975122,CHI St Lukes Health Springwoods Village,Spring,201,1,1,,,end of record
975157,Spring Excellence Surgical Hospital,Spring,201,1,,,19,end of record
874000,Atrium Medical Center,Stafford,157,62,51,45,51,end of record
043000,Stamford Memorial Hospital,Stamford,253,20,,,,end of record
388000,Martin County Hospital District,Stanton,317,70,44,45,23,end of record
256000,Texas Health Harris Methodist Hospital-Stephenville,Stephenville,143,590,532,444,475,end of record
230002,Hospital for Surgical Excellence of Oakbend Medical Center,Sugar Land,157,16,14,5,9,end of record
609001,Memorial Hermann Sugar Land,Sugar Land,157,2223,2484,2591,2607,end of record
790500,Memorial Hermann Surgical Hospital First Colony,Sugar Land,157,137,117,113,108,end of record
792700,Kindred Hospital Sugar Land,Sugar Land,157,256,237,231,206,end of record
823000,Houston Methodist Sugar Land Hospital,Sugar Land,157,4820,4852,4980,5005,end of record
869700,St Lukes Sugar Land Hospital,Sugar Land,157,1424,1328,1196,1299,end of record
969000,Encompass Health Rehab Hospital Sugar Land,Sugar Land,157,349,336,326,353,end of record
975223,Memorial Hermann First Colony Hospital,Sugar Land,157,19,9,5,12,end of record
975325,Sugarland Rehab Hospital,Sugar Land,157,,,,42,end of record
975159,Christus Mother Frances Hospital Sulphur Springs,Sulphur Springs,223,965,856,868,826,end of record
919000,Baylor Scott & White Medical Center Sunnyvale,Sunnyvale,113,1252,1114,1063,1140,end of record
178000,Sweeny Community Hospital,Sweeny,039,65,51,63,87,end of record
471000,Rolling Plains Memorial Hospital,Sweetwater,353,303,254,306,264,end of record
192000,Lynn County Hospital District,Tahoka,305,39,26,13,20,end of record
044000,Baylor Scott & White Medical Center Taylor,Taylor,491,91,64,60,94,end of record
537000,Baylor Scott & White Medical Center Temple,Temple,027,8300,8493,8179,8274,end of record
537006,Baylor Scott & White McLane Childrens Medical Center,Temple,027,989,841,776,874,end of record
850300,Baylor Scott & White Continuing Care Hospital,Temple,027,112,110,105,93,end of record
000111,Terrell State Hospital,Terrell,257,302,313,337,311,end of record
144000,Wadley Regional Medical Center,Texarkana,037,1857,1780,1781,1729,end of record
684000,Encompass Health Rehab Hospital Texarkana,Texarkana,037,323,297,277,289,end of record
713001,CHRISTUS St Michael Rehab Hospital,Texarkana,037,239,244,245,225,end of record
788001,CHRISTUS St Michael Health System,Texarkana,037,3534,3384,3624,3624,end of record
974350,PAM Specialty Hospital of Texarkana North,Texarkana,037,64,64,51,68,end of record
793000,HCA Houston Healthcare Mainland,Texas City,167,1871,1612,1660,1691,end of record
975240,The Colony ER Hospital,The Colony,121,,9,7,1,end of record
615000,Memorial Hermann The Woodlands Medical Center,The Woodlands,339,5448,5364,5618,5901,end of record
793100,St Lukes The Woodlands Hospital,The Woodlands,339,3280,3105,2921,2979,end of record
795001,Nexus Specialty Hospital,The Woodlands,339,14,21,27,28,end of record
923000,St Lukes Lakeside Hospital,The Woodlands,339,143,159,166,183,end of record
974150,Woodlands Specialty Hospital,The Woodlands,339,33,38,21,10,end of record
975205,Texas Childrens Hospital The Woodlands,The Woodlands,339,731,620,658,781,end of record
975208,Houston Methodist The Woodlands Hospital,The Woodlands,339,2082,2296,2386,2464,end of record
428000,Throckmorton County Memorial Hospital,Throckmorton,447,13,15,10,10,end of record
076000,HCA Houston Healthcare Tomball,Tomball,201,2521,2474,2305,2198,end of record
792601,Kindred Hospital Tomball,Tomball,201,187,138,141,137,end of record
975224,Memorial Hermann Tomball Hospital,Tomball,201,14,21,15,22,end of record
805100,Baylor Medical Center Trophy Club,Trophy Club,121,207,243,304,360,end of record
273000,Swisher Memorial Hospital,Tulia,437,45,38,34,54,end of record
000112,UT Health Center-Tyler,Tyler,423,467,268,254,217,end of record
286000,Christus Mother Frances Hospital Tyler,Tyler,423,6741,6499,6629,6837,end of record
410000,East Texas Medical Center,Tyler,423,5268,,,,end of record
692000,CHRISTUS Trinity Mother Frances Rehab Hospital,Tyler,423,535,520,541,535,end of record
777000,East Texas Medical Center Specialty Hospital,Tyler,423,79,,,,end of record
790200,Baylor Scott & White Texas Spine & Joint Hospital,Tyler,423,500,534,551,543,end of record
799000,East Texas Medical Center Rehab Hospital,Tyler,423,228,,,,end of record
806500,Tyler Continue Care Hospital,Tyler,423,133,144,125,118,end of record
975202,CHRISTUS Mother Frances Hospital-South Tyler,Tyler,423,15,9,14,8,end of record
975299,UT Health East Texas Tyler Regional Hospital,Tyler,423,,5578,5706,5594,end of record
975301,UT Health East Texas Rehabilitation Hospital,Tyler,423,,251,257,233,end of record
975302,UT Health East Texas Long Term Acute Care,Tyler,423,,104,82,88,end of record
063000,Uvalde Memorial Hospital,Uvalde,463,332,302,329,348,end of record
139000,Culberson Hospital,Van Horn,109,42,39,35,41,end of record
000113,North Texas State Hospital-Vernon,Vernon,487,109,111,103,79,end of record
084000,Wilbarger General Hospital,Vernon,487,237,180,188,185,end of record
064000,Citizens Medical Center,Victoria,469,2015,1800,1840,1848,end of record
453000,DeTar Hospital-Navarro,Victoria,469,1760,1687,1552,1689,end of record
453001,DeTar Hospital-North,Victoria,469,742,669,715,839,end of record
848100,PAM Specialty Hospital of Victoria North,Victoria,469,117,133,123,90,end of record
973320,PAM Specialty Hospital of Victoria South,Victoria,469,76,70,70,83,end of record
973450,PAM Rehab Hospital of Victoria,Victoria,469,189,208,212,190,end of record
000117,Waco Center for Youth,Waco,309,37,37,35,33,end of record
040000,Ascension Providence,Waco,309,4264,3997,3875,4094,end of record
506001,Baylor Scott & White Medical Center Hillcrest,Waco,309,4051,3843,3950,4063,end of record
736000,Ascension Providence DePaul Center,Waco,309,311,280,252,278,end of record
285000,Baylor Scott & White Medical Center Waxahachie,Waxahachie,139,2206,2132,2115,2137,end of record
975000,Weatherford Rehabilitation Hospital,Weatherford,367,120,125,128,129,end of record
975241,Medical City Weatherford,Weatherford,367,1557,1442,1450,1487,end of record
212000,HCA Houston Healthcare Clear Lake,Webster,201,5920,6839,7257,6907,end of record
680000,Kindred Rehab Hospital Clear Lake,Webster,201,203,173,187,212,end of record
698004,Cornerstone Specialty Hospitals Clear Lake,Webster,201,165,138,159,104,end of record
720402,Kindred Hospital Clear Lake,Webster,201,263,198,175,220,end of record
822001,Houston Physicians Hospital,Webster,201,157,160,179,206,end of record
973960,Bay Area Regional Medical Center,Webster,201,1895,,,,end of record
974530,PAM Rehabilitation Hospital of Clear Lake,Webster,201,264,257,226,247,end of record
195000,Collingsworth General Hospital,Wellington,087,74,28,31,48,end of record
480000,Knapp Medical Center,Weslaco,215,2482,2248,2322,2536,end of record
974680,Weslaco Regional Rehab Hospital,Weslaco,215,191,138,100,140,end of record
975291,Oakbend Medical Center Wharton Hospital Campus,Wharton,481,,,6,5,end of record
116000,Parkview Hospital,Wheeler,483,25,16,13,28,end of record
000114,North Texas State Hospital,Wichita Falls,485,253,287,256,259,end of record
