thcic_id,Hospital_name,Hospital_city,County_name,County,q1,q2,q3,q4,End of List
666000,Stonewall Memorial Hospital,Aspermont,Stonewall,433,27,26,37,41,End of List
670000,Encompass Health Rehab Hospital Plano,Plano,Collin,085,429,393,468,425,End of List
670001,Mesquite Rehabilitation Institute,Mesquite,Dallas,113,131,130,156,161,End of List
672000,Select Specialty Hospital-Dallas,Carrollton,Denton,121,110,68,,,End of List
674000,TOPS Surgical Specialty Hospital,Houston,Harris,201,115,133,141,161,End of List
675000,HCA Houston Healthcare Kingwood,Kingwood,Montgomer,339,"5,557","5,963","6,328","6,468",End of List
676000,Kindred Hospital-Houston Medical Center,Houston,Harris,201,176,197,216,197,End of List
677001,North Central Baptist Hospital,San Antonio,Bexar,029,"5,012","5,087","5,569","5,591",End of List
679000,Burleson St Joseph Health Center-Caldwell,Caldwell,Burleson,051,63,52,52,38,End of List
680001,Encompass Health Rehab Hospital Dallas,Dallas,Dallas,113,346,354,383,345,End of List
681400,Kell West Regional Hospital,Wichita Falls,Wichita,485,131,102,105,85,End of List
684000,Encompass Health Rehab Hospital Texarkana,Texarkana,Bowie,037,290,258,287,294,End of List
685000,Encompass Health Rehab Hospital Wichita Falls,Wichita Falls,Wichita,485,383,394,397,417,End of List
686000,Covenant Childrens Hospital,Lubbock,Lubbock,303,"1,135",773,"1,278","1,827",End of List
689401,CHRISTUS Spohn Hospital Alice,Alice,Jim Wells,249,547,522,500,571,End of List
690000,Kindred Hospital-Tarrant County,Arlington,Tarrant,439,92,82,92,88,End of List
692000,CHRISTUS Trinity Mother Frances Rehab Hospital,Tyler,Smith,423,531,552,517,515,End of List
693000,Encompass Health Rehab Hospital-Midland Odessa,Midland,Midland,329,483,506,497,552,End of List
694100,Surgery Specialty Hospitals of America-Southeast Houston,Pasadena,Harris,201,13,29,20,6,End of List
695000,Encompass Health Rehab Hospital The Woodlands,Conroe,Montgomer,339,204,194,218,208,End of List
698004,Cornerstone Specialty Hospitals Clear Lake,Webster,Harris,201,140,114,108,117,End of List
700000,Cornerstone Specialty Hospitals Austin,Austin,Travis,453,105,92,95,90,End of List
700003,Encompass Health Rehab Hospital The Mid-Cities,Bedford,Tarrant,439,342,365,369,366,End of List
701000,Premier Specialty Hospital of El Paso,El Paso,El Paso,141,31,41,47,22,End of List
703000,Corpus Christi Medical Center-Bay Area,Corpus Christi,Nueces,355,"2,702","2,620","3,010","3,145",End of List
703002,Corpus Christi Medical Center-Doctors Regional,Corpus Christi,Nueces,355,"2,195","2,147","2,254","2,203",End of List
703003,Corpus Christi Medical Center-Heart Hospital,Corpus Christi,Nueces,355,798,749,751,776,End of List
703005,Bayview Behavioral Hospital,Corpus Christi,Nueces,355,471,557,574,551,End of List
704004,Corpus Christi Medical Center-Northwest,Corpus Christi,Nueces,355,6,8,3,6,End of List
706000,Kindred Hospital Houston NW,Houston,Harris,201,122,132,135,159,End of List
709001,Red River Hospital,Wichita Falls,Wichita,485,389,467,489,441,End of List
711900,Big Bend Regional Medical Center,Alpine,Brewster,043,133,114,109,137,End of List
712500,HealthBridge Childrens Hospital-Houston,Houston,Harris,201,7,7,11,25,End of List
713001,CHRISTUS St Michael Rehab Hospital,Texarkana,Bowie,037,213,206,237,217,End of List
714000,Northwest Texas Surgery Center,Amarillo,Randall,381,3,8,4,5,End of List
714500,Ennis Regional Medical Center,Ennis,Ellis,139,111,103,95,113,End of List
717500,Physicians Centre Hospital,Bryan,Brazos,041,101,99,89,102,End of List
718000,Devereux Texas Treatment Network,League City,Galveston,167,7,,,,End of List
720000,Texas Health Seay Behavioral Health Hospital,Plano,Collin,085,427,421,438,492,End of List
720402,Kindred Hospital Clear Lake,Webster,Harris,201,152,133,137,167,End of List
723001,Laurel Ridge Treatment Center,San Antonio,Bexar,029,"2,049","2,245","2,185","2,146",End of List
724200,Texas Health Presbyterian Hospital Allen,Allen,Collin,085,"1,041",964,954,"1,062",End of List
724700,Houston Methodist Willowbrook Hospital,Houston,Harris,201,"5,979","6,070","6,448","6,301",End of List
725400,Christus Mother Frances Hospital-Jacksonville,Jacksonville,Cherokee,073,173,139,131,150,End of List
727100,Kindred Hospital El Paso,El Paso,El Paso,141,141,114,95,102,End of List
728800,CHI St Joseph Health Grimes Hospital,Navasota,Grimes,185,38,42,51,34,End of List
730001,Texas Health Heart & Vascular Hospital,Arlington,Tarrant,439,242,206,256,242,End of List
736000,Ascension Providence DePaul Center,Waco,McLennan,309,264,332,316,316,End of List
737000,Clarity Child Guidance Center,San Antonio,Bexar,029,861,806,723,782,End of List
739001,Texas NeuroRehab Center,Austin,Travis,453,14,20,21,14,End of List
740000,St Lukes Hospital at the Vintage,Houston,Harris,201,"1,516","1,577","1,788","1,731",End of List
744001,Cypress Creek Hospital,Houston,Harris,201,"1,057","1,078","1,068","1,028",End of List
747000,River Crest Hospital,San Angelo,Tom Green,451,615,607,614,572,End of List
750000,Methodist Hospital for Surgery,Addison,Dallas,113,354,371,358,500,End of List
754000,Glen Oaks Hospital,Greenville,Hunt,231,547,592,616,622,End of List
755001,West Oaks Hospital,Houston,Harris,201,"1,667","1,680","1,593","1,541",End of List
765001,Millwood Hospital,Arlington,Tarrant,439,"1,192","1,267","1,334","1,158",End of List
766000,Medical City Green Oaks Hospital,Dallas,Dallas,113,"1,301","1,272","1,299","1,404",End of List
770000,Ascension Seton Shoal Creek,Austin,Travis,453,304,357,329,353,End of List
778000,Texas Health Springwood Behavioral Health Hospital,Bedford,Tarrant,439,336,442,339,447,End of List
781400,Winnie Community Hospital,Winnie,Chambers,071,98,124,121,118,End of List
782001,Intracare North Hospital,Houston,Harris,201,385,375,256,,End of List
784400,Baylor Scott & White Heart & Vascular Hospital Dallas,Dallas,Dallas,113,602,621,567,641,End of List
786200,New Braunfels Regional Rehab Hospital,New Braunfels,Comal,091,193,190,177,217,End of List
786800,South Texas Spine & Surgical Hospital,San Antonio,Bexar,029,346,356,280,360,End of List
787400,Baylor Scott & White Medical Center-Frisco,Frisco,Collin,085,"1,320","1,199","1,339","1,369",End of List
788001,CHRISTUS St Michael Health System,Texarkana,Bowie,037,"3,179","3,019","3,368","3,383",End of List
788002,Harlingen Medical Center,Harlingen,Cameron,061,"1,054","1,113","1,155","1,302",End of List
788003,Christus St Michael Hospital Atlanta,Atlanta,Cass,067,121,99,90,133,End of List
790200,Baylor Scott & White Texas Spine & Joint Hospital,Tyler,Smith,423,464,462,422,437,End of List
790500,Memorial Hermann Surgical Hospital First Colony,Sugar Land,Fort Bend,157,32,59,66,72,End of List
792000,Texas Orthopedic Hospital,Houston,Harris,201,805,704,700,677,End of List
792700,Kindred Hospital Sugar Land,Sugar Land,Fort Bend,157,194,143,181,185,End of List
793000,HCA Houston Healthcare Mainland,Texas City,Galveston,167,"1,408","1,344","1,330","1,350",End of List
793100,St Lukes The Woodlands Hospital,The Woodlands,Montgomer,339,"3,631","3,491","3,663","3,517",End of List
794000,Northwest Hills Surgical Hospital,Austin,Travis,453,106,112,112,116,End of List
794200,Menninger Clinic,Houston,Harris,201,178,192,146,162,End of List
794600,Select Specialty Hospital-Longview,Longview,Gregg,183,90,63,78,88,End of List
795000,Nexus Specialty Hospital Shenandoah Campus,Shenandoah,Montgomer,339,56,51,47,54,End of List
797100,Doctors Hospital-Renaissance,Edinburg,Hidalgo,215,"4,012","4,071","4,290","4,695",End of List
797101,Womens Hospital-Renaissance,Edinburg,Hidalgo,215,"3,814","3,938","4,590","4,633",End of List
797500,Ascension Seton Southwest,Austin,Travis,453,138,100,89,104,End of List
797600,Ascension Seton Northwest,Austin,Travis,453,"1,639","1,623","1,511","1,428",End of List
799001,USMD Hospital-Arlington,Arlington,Tarrant,439,145,153,158,161,End of List
799500,Baylor Scott & White Surgical Hospital Las Colinas,Irving,Dallas,113,153,166,161,190,End of List
800000,Kindred Hospital Tarrant County Fort Worth SW,Fort Worth,Tarrant,439,149,125,124,137,End of List
800010,Houston Methodist West Hospital,Houston,Harris,201,"4,070","4,089","4,379","4,621",End of List
801300,Legent Hospital of El Paso,El Paso,El Paso,141,118,77,94,,End of List
801500,Lubbock Heart Hospital,Lubbock,Lubbock,303,401,418,407,408,End of List
802001,South Texas Health System McAllen,McAllen,Hidalgo,215,"4,004","4,232","4,574","4,755",End of List
802003,South Texas Health System Heart,McAllen,Hidalgo,215,911,937,955,926,End of List
804000,Sunrise Canyon,Lubbock,Lubbock,303,137,127,177,211,End of List
804500,Baylor Scott & White Surgical Hospital-Fort Worth,Fort Worth,Tarrant,439,333,346,338,419,End of List
805100,Baylor Medical Center Trophy Club,Trophy Club,Denton,121,119,134,147,164,End of List
806002,Cedar Crest Hospital,Belton,Bell,027,689,749,690,747,End of List
806500,Tyler Continue Care Hospital,Tyler,Smith,423,119,89,110,118,End of List
812800,Texas Health Harris Methodist Hospital Southlake,Southlake,Tarrant,439,69,58,80,81,End of List
813100,Texas Institute for Surgery-Texas Health Presbyterian-Dallas,Dallas,Dallas,113,80,81,78,109,End of List
813800,Memorial Hermann Specialty Hospital Kingwood,Kingwood,Montgomer,339,76,96,86,85,End of List
814000,Medical City Las Colinas,Irving,Dallas,113,"1,856","1,952","2,011","1,495",End of List
814001,Baylor Scott & White Medical Center-Plano,Plano,Collin,085,"1,529","1,576","1,608","1,675",End of List
815300,Texas Health Center-Diagnostics & Surgery Plano,Plano,Collin,085,91,101,96,115,End of List
816001,Allegiance Behavioral Health Center-Plainview,Plainview,Hale,189,51,63,58,69,End of List
816300,Solara Specialty Hospitals McAllen,McAllen,Hidalgo,215,157,141,164,156,End of List
818600,Kingwood Pines Hospital,Kingwood,Harris,201,784,893,931,"1,027",End of List
820800,Texas Health Presbyterian Hospital-Denton,Denton,Denton,121,"3,125","3,134","3,099","3,155",End of List
821100,South Texas Rehab Hospital,Brownsville,Cameron,061,172,181,158,187,End of List
822001,Houston Physicians Hospital,Webster,Harris,201,183,192,182,182,End of List
822800,Westlake Medical Center,Austin,Travis,453,186,205,156,162,End of List
823000,Houston Methodist Sugar Land Hospital,Sugar Land,Fort Bend,157,"4,967","4,873","5,216","5,376",End of List
823400,St Marks Medical Center,La Grange,Fayette,149,227,222,220,197,End of List
826800,University Behavioral Health-Denton,Denton,Denton,121,633,732,762,724,End of List
829000,Heart Hospital-Austin,Austin,Travis,453,955,"1,064","1,043","1,027",End of List
829900,North Austin Medical Center,Austin,Travis,453,"7,995","7,939","8,239","8,326",End of List
830000,Cornerstone Regional Hospital,Edinburg,Hidalgo,215,17,31,17,17,End of List
831700,Mayhill Hospital,Denton,Denton,121,532,442,417,451,End of List
832900,Pampa Regional Medical Center,Pampa,Gray,179,290,227,228,242,End of List
835700,St Davids Georgetown Hospital,Georgetown,Williamso,491,"1,443","1,463","1,687","1,713",End of List
836300,Laredo Specialty Hospital,Laredo,Webb,479,84,64,62,73,End of List
837800,Hickory Trail Hospital,DeSoto,Dallas,113,692,741,726,686,End of List
838400,Memorial Hermann Rehab Hospital Katy,Katy,Harris,201,153,157,162,82,End of List
838600,St Joseph Medical Center,Houston,Harris,201,"3,694","3,648","3,649","3,341",End of List
839100,Vibra Specialty Hospital,DeSoto,Dallas,113,109,92,96,108,End of List
840000,Mesquite Specialty Hospital,Mesquite,Dallas,113,94,69,73,90,End of List
840700,Solara Specialty Hospitals Harlingen,Harlingen,Cameron,061,141,127,147,134,End of List
841300,El Paso LTAC Hospital,El Paso,El Paso,141,58,61,45,37,End of List
842800,Methodist Mansfield Medical Center,Mansfield,Tarrant,439,"3,328","3,277","3,379","3,562",End of List
844000,Baylor Scott & White The Heart Hospital Plano,Plano,Collin,085,"1,348","1,491","1,434","1,455",End of List
844600,Warm Springs Rehab Hospital-San Antonio,San Antonio,Bexar,029,306,296,326,324,End of List
844601,Warm Springs Rehab Hospital Thousand Oaks,San Antonio,Bexar,029,238,282,276,266,End of List
844602,Warm Springs Rehab Hospital Westover Hills,San Antonio,Bexar,029,300,311,312,294,End of List
846100,St Lukes Patients Medical Center,Pasadena,Harris,201,704,785,669,681,End of List
846200,Covenant Specialty Hospital,Lubbock,Lubbock,303,52,44,50,52,End of List
847000,Texoma Medical Center,Denison,Grayson,181,"5,163","5,273","5,779","5,543",End of List
847100,Memorial Hermann Northeast,Humble,Harris,201,"3,437","3,634","3,835","3,934",End of List
847500,Solara Specialty Hospitals Harlingen Brownsville,Brownsville,Cameron,061,138,116,132,124,End of List
848100,PAM Specialty Hospital of Victoria North,Victoria,Victoria,469,47,54,48,45,End of List
848200,PAM Specialty Hospital of Luling,Luling,Caldwell,055,98,77,88,69,End of List
850300,Baylor Scott & White Continuing Care Hospital,Temple,Bell,027,74,141,156,137,End of List
852000,Dell Childrens Medical Center,Austin,Travis,453,"1,920","2,066","2,118","2,346",End of List
852100,Foundation Surgical Hospital-San Antonio,San Antonio,Bexar,029,217,275,295,337,End of List
852600,Baylor Scott & White Medical Center Round Rock,Round Rock,Williamso,491,"1,929","1,985","1,933","1,847",End of List
852900,Physicians Surgical Hospital-Quail Creek,Amarillo,Potter,375,116,118,131,148,End of List
852901,Physicians Surgical Hospital-Panhandle Campus,Amarillo,Potter,375,78,74,68,68,End of List
854100,Cornerstone Specialty Hospital Conroe,Conroe,Montgomer,339,107,105,123,119,End of List
854400,Central Texas Rehab Hospital,Austin,Travis,453,170,159,125,152,End of List
855200,Austin Lakes Hospital,Austin,Travis,453,588,415,,,End of List
858300,Cedar Park Regional Medical Center,Cedar Park,Williamso,491,"1,476","1,552","1,570","1,701",End of List
858600,El Paso Behavioral Health System,El Paso,El Paso,141,"1,691","1,674","1,695","1,653",End of List
859900,Texas Health Hospital Rockwall,Rockwall,Rockwall,397,"1,001",802,858,935,End of List
860600,North Central Surgical Center,Dallas,Dallas,113,311,235,267,241,End of List
861300,Encompass Health Rehab Hospital Richardson,Richardson,Collin,085,338,329,351,327,End of List
861700,Ascension Seton Williamson,Round Rock,Williamso,491,"2,073","2,127","2,287","2,412",End of List
861900,Kate Dishman Rehab Hospital,Beaumont,Jefferson,245,93,105,105,89,End of List
862000,Methodist Rehab Hospital,Dallas,Dallas,113,310,324,325,346,End of List
863300,CHRISTUS Santa Rosa Hospital New Braunfels,New Braunfels,Comal,091,"1,243","1,119","1,178","1,145",End of List
864600,Carrus Specialty Hospital,Sherman,Grayson,181,91,109,100,95,End of List
865000,The Hospitals of Providence East Campus,El Paso,El Paso,141,"2,547","2,980","3,098","3,230",End of List
865900,SE Texas ER and Hospital,Humble,Harris,201,23,23,13,15,End of List
866100,Encompass Health Rehab Hospital Round Rock,Round Rock,Williamso,491,481,482,479,446,End of List
869700,St Lukes Sugar Land Hospital,Sugar Land,Fort Bend,157,"1,526","1,476","1,613","1,433",End of List
871500,Select Rehab Hospital-Denton,Denton,Denton,121,234,237,236,258,End of List
873200,Baylor Emergency Medical Center at Aubrey,Aubrey,Denton,121,10,,6,25,End of List
873700,Encompass Health Rehab Hospital Vision Park,Shenandoah,Montgomer,339,367,358,433,397,End of List
873800,Baylor Scott & White Institute for Rehab-Fort Worth,Fort Worth,Tarrant,439,135,164,167,182,End of List
874000,Atrium Medical Center,Stafford,Fort Bend,157,43,31,28,16,End of List
874100,Methodist Hospital Stone Oak,San Antonio,Bexar,029,"4,185","4,307","4,721","4,521",End of List
902200,Texas Rehabilitation Hospital-Fort Worth,Fort Worth,Tarrant,439,320,360,344,374,End of List
914000,Kindred Hospital Dallas Central,Dallas,Dallas,113,119,126,130,169,End of List
915000,Aspire Hospital,Conroe,Montgomer,339,174,206,206,124,End of List
919000,Baylor Scott & White Medical Center Sunnyvale,Sunnyvale,Dallas,113,912,898,730,904,End of List
920000,Encompass Health Rehab Hospital Abilene,Abilene,Taylor,441,314,326,297,331,End of List
921000,Ascension Seton Hays,Kyle,Hays,209,"2,606","2,545","2,862","2,867",End of List
923000,St Lukes Lakeside Hospital,The Woodlands,Montgomer,339,149,155,160,152,End of List
931000,South Texas Surgical Hospital,Corpus Christi,Nueces,355,129,125,131,122,End of List
936000,Baylor Scott & White Orthopedic and Spine,Arlington,Tarrant,439,312,331,282,194,End of List
937000,Methodist McKinney Hospital,McKinney,Collin,085,143,142,135,82,End of List
943000,Texas Health Presbyterian Hospital Flower Mound,Flower Mound,Denton,121,"1,522","1,504","1,526","1,674",End of List
957000,Carrus Rehab Hospital,Sherman,Grayson,181,150,156,164,148,End of List
969000,Encompass Health Rehab Hospital Sugar Land,Sugar Land,Fort Bend,157,315,303,310,296,End of List
969200,Behavioral Hospital-Bellaire,Houston,Harris,201,"1,121","1,131","1,203","1,142",End of List
969500,Carrollton Springs,Carrollton,Denton,121,629,695,756,720,End of List
969700,El Paso Childrens Hospital,El Paso,El Paso,141,960,"1,107",958,"1,246",End of List
970600,Encompass Health Rehab Hospital The Vintage,Houston,Harris,201,322,345,310,297,End of List
970800,Encompass Health Rehab Hospital Austin,Austin,Travis,453,336,285,283,286,End of List
971000,Seton Medical Center Harker Heights,Harker Heights,Bell,027,"1,174","1,135","1,023","1,133",End of List
971200,Accel Rehab Hospital of Plano,Plano,Denton,121,175,145,155,151,End of List
971900,Baylor Scott & White Medical Center McKinney,McKinney,Collin,085,"2,974","3,029","3,209","3,141",End of List
972810,Baptist Emergency Hospital Overlook,San Antonio,Bexar,029,2,,,42,End of List
972900,Texas Health Harris Methodist Hospital Alliance,Fort Worth,Tarrant,439,"2,306","2,268","2,306","2,230",End of List
972960,PAM Specialty Hospital of San Antonio,San Antonio,Bexar,029,83,95,90,91,End of List
973000,Baptist Emergency Hospital Westover Hills,San Antonio,Bexar,029,75,79,84,67,End of List
973120,Baptist Emergency Hospital Schertz,Schertz,Guadalupe,187,58,63,64,56,End of List
973130,PAM Specialty Hospital of Allen,Allen,Collin,085,275,265,271,276,End of List
973160,Austin Oaks Hospital,Austin,Travis,453,681,737,709,750,End of List
973180,Crescent Medical Center Lancaster,Lancaster,Dallas,113,253,248,224,224,End of List
973240,Oceans Behavioral Hospital Abilene,Abilene,Taylor,441,374,514,540,521,End of List
973290,Arise Austin Medical Center,Austin,Travis,453,63,75,73,86,End of List
973310,Corpus Christi Rehabilitation Hospital,Corpus Christi,Nueces,355,208,190,224,225,End of List
973320,PAM Specialty Hospital of Victoria South,Victoria,Victoria,469,87,77,91,83,End of List
973340,Vibra Hospital of Amarillo,Amarillo,Potter,375,80,76,90,48,End of List
973350,Vibra Rehabilitation Hospital Amarillo,Amarillo,Potter,375,145,157,162,183,End of List
973390,Legent Hospital for Special Surgery,Plano,Collin,085,37,55,54,76,End of List
973400,Dallas Behavioral Healthcare Hospital,DeSoto,Dallas,113,660,713,678,823,End of List
973410,Cornerstone Specialty Hospitals Round Rock,Round Rock,Williamso,491,119,112,102,118,End of List
973420,Oceans Behavioral Hospital of Lufkin,Lufkin,Angelina,005,135,153,162,154,End of List
973430,Mesa Springs,Fort Worth,Tarrant,439,679,710,692,762,End of List
973450,PAM Rehab Hospital of Victoria,Victoria,Victoria,469,195,201,208,206,End of List
973540,Baylor Emergency Medical Center at Keller,Keller,Tarrant,439,,,,14,End of List
973550,Baylor Emergency Medical Center at Murphy,Murphy,Collin,085,33,28,29,25,End of List
973590,ContinueCare Hospital at Hendrick Medical Center,Abilene,Taylor,441,71,68,63,77,End of List
973610,Baylor Emergency Medical Center at Rockwall,Rockwall,Rockwall,397,30,27,35,39,End of List
973620,Houston Methodist Continuing Care Hospital,Katy,Harris,201,278,217,154,148,End of List
973640,Houston Methodist St John Hospital,Nassau Bay,Harris,201,"1,702","1,849","1,875","1,695",End of List
973730,Rock Springs,Georgetown,Williamso,491,456,546,581,532,End of List
973840,Wise Health Surgical Hospital-North Tarrant,Fort Worth,Tarrant,439,66,75,66,96,End of List
973850,Resolute Health,New Braunfels,Comal,091,"1,137","1,087","1,207","1,223",End of List
973860,Altus Baytown Hospital Baytown Medical Center,Baytown,Harris,201,33,22,19,3,End of List
973900,San Antonio Behavioral Healthcare Hospital,San Antonio,Bexar,029,"1,790","1,838","1,812","1,896",End of List
973910,Georgetown Behavioral Health Institute,Georgetown,Williamso,491,779,843,751,780,End of List
973920,Baylor Emergency Medical Center-Burleson,Burleson,Tarrant,439,47,30,32,38,End of List
973930,CHRISTUS Santa Rosa Hospital Alamo Heights,San Antonio,Bexar,029,93,122,98,97,End of List
973970,Warm Springs Rehab Hospital Kyle,Kyle,Hays,209,268,227,250,256,End of List
974150,Woodlands Specialty Hospital,The Woodlands,Montgomer,339,20,13,9,12,End of List
974220,Baylor Emergency Medical Center-Mansfield,Mansfield,Tarrant,439,27,37,36,33,End of List
974260,Westpark Springs,Richmond,Fort Bend,157,682,684,669,695,End of List
974270,Select Specialty Hospital Dallas (Downtown),Dallas,Dallas,113,58,56,57,52,End of List
974290,Haven Behavioral Hospital of Frisco,Frisco,Collin,085,591,711,728,680,End of List
974350,PAM Specialty Hospital of Texarkana North,Texarkana,Bowie,037,81,83,90,87,End of List
974360,PAM Specialty Hospital of Corpus Christi North,Corpus Christi,Nueces,355,55,66,67,72,End of List
974370,Houston Behavioral Healthcare Hospital,Houston,Harris,201,"1,348","1,604","1,485","1,539",End of List
974390,HCA Houston Healthcare Pearland,Pearland,Brazoria,039,970,"1,027","1,015","1,055",End of List
974470,Laredo Rehabilitation Hospital,Laredo,Webb,479,88,104,109,88,End of List
974490,Medical City Alliance,Fort Worth,Tarrant,439,"1,639","1,644","1,730","1,805",End of List
974500,Oceans Behavioral Hospital of Katy,Katy,Harris,201,210,229,262,252,End of List
974530,PAM Rehabilitation Hospital of Clear Lake,Webster,Harris,201,266,286,298,287,End of List
974620,Cross Creek Hospital,Austin,Travis,453,807,909,943,950,End of List
974680,Weslaco Regional Rehab Hospital,Weslaco,Hidalgo,215,137,119,116,112,End of List
974720,ContinueCare Hospital at Medical Center Odessa,Odessa,Ector,135,65,55,54,65,End of List
974730,Texas Rehab Hospital of Arlington,Arlington,Tarrant,439,240,254,249,251,End of List
974820,Memorial Hermann Orthopedic and Spine Hospital,Bellaire,Harris,201,124,139,112,140,End of List
974910,Baylor Scott & White Surgical Hospital at Sherman,Sherman,Grayson,181,96,114,119,114,End of List
974940,Baylor Scott & White Medical Center Marble Falls,Marble Falls,Burnet,053,685,658,758,734,End of List
974980,Legent Orthopedic + Spine,San Antonio,Bexar,029,305,285,240,233,End of List
975000,Weatherford Rehabilitation Hospital,Weatherford,Parker,367,142,146,149,164,End of List
975010,Our Childrens House,Dallas,Dallas,113,60,79,8,,End of List
975020,TrustPoint Rehabilitation Hospital of Lubbock,Lubbock,Lubbock,303,351,369,367,373,End of List
975111,Medical Center of Southeast Texas Beaumont Campus,Beaumont,Jefferson,245,10,8,,15,End of List
975112,Cleveland Emergency Hospital,Cleveland,Liberty,291,7,,,,End of List
975121,JPS Health Network - Trinity Springs North,Fort Worth,Tarrant,439,72,99,82,100,End of List
975122,CHI St Lukes Health Springwoods Village,Spring,Harris,201,1,4,3,1,End of List
975124,Sun Behavioral Houston,Houston,Harris,201,"1,092","1,164","1,109","1,294",End of List
975129,First Baptist Medical Center,Dallas,Dallas,113,37,55,56,71,End of List
975130,AD Hospital East,Houston,Harris,201,23,20,20,17,End of List
975138,Memorial Hermann Pearland Hospital,Pearland,Brazoria,039,"1,198","1,192","1,276","1,332",End of List
975139,Medical City Frisco,Frisco,Collin,085,"1,465","1,547","1,541","1,630",End of List
975140,UTMB League City Campus Hospital,League City,Galveston,167,"1,149","1,116","1,142","1,211",End of List
975143,Vibra Hospital of Richardson,Richardson,Dallas,113,52,40,62,69,End of List
975149,PAM Rehabilitation Hospital of Beaumont,Beaumont,Jefferson,245,144,157,137,142,End of List
975154,Saint Camillus Medical Center,Hurst,Tarrant,439,4,,,,End of List
975155,Kindred Hospital San Antonio Central,San Antonio,Bexar,029,113,79,90,106,End of List
975159,Christus Mother Frances Hospital Sulphur Springs,Sulphur Springs,Hopkins,223,"1,007",882,926,936,End of List
975162,"CHI St Joseph Rehab Hospital, Encompass Health",Bryan,Brazos,041,375,348,393,396,End of List
975163,Horizon Medical Center of Denton,Denton,Denton,121,31,21,37,38,End of List
975164,Palms Behavioral Health,Harlingen,Cameron,061,630,537,657,821,End of List
975165,Baylor Scott & White Medical Center Lakeway,Lakeway,Travis,453,882,891,905,"1,019",End of List
975167,Texas Health Hospital Clearfork,Fort Worth,Tarrant,439,125,144,152,163,End of List
975168,Eminent Medical Center,Richardson,Collin,085,43,63,50,39,End of List
975169,St Davids Surgical Hospital,Austin,Williamso,491,112,138,209,236,End of List
975178,Eating Recovery Center,Plano,Collin,085,46,34,39,47,End of List
975179,Baptist Emergency Hospital Zarzamora,San Antonio,Bexar,029,89,68,88,78,End of List
975188,The Hospitals of Providence Transmountain Campus,El Paso,El Paso,141,"1,254","1,167","1,277","1,287",End of List
975198,Freestone Medical Center,Fairfield,Freestone,161,96,72,76,70,End of List
975201,Memorial Hermann Cypress Hospital,Cypress,Harris,201,"1,814","1,746","1,956","1,991",End of List
975202,CHRISTUS Mother Frances Hospital-South Tyler,Tyler,Smith,423,7,1,,,End of List
975205,Texas Childrens Hospital The Woodlands,The Woodlands,Montgomer,339,754,942,939,"1,121",End of List
975208,Houston Methodist The Woodlands Hospital,The Woodlands,Montgomer,339,"4,103","4,348","4,945","4,986",End of List
975215,Dell Seton Medical Center at The University of Texas,Austin,Travis,453,"2,496","2,641","2,579","2,516",End of List
975221,Methodist Hospital Atascosa,Jourdanton,Atascosa,013,411,288,292,313,End of List
975222,Texas Rural Hospitals,Cleveland,Liberty,291,46,46,57,43,End of List
975233,The Hospitals of Providence Horizon City Campus,Horizon City,El Paso,141,82,65,76,77,End of List
975234,Townsen Memorial Hospital,Humble,Harris,201,40,41,46,51,End of List
975240,The Colony ER Hospital,The Colony,Denton,121,,1,5,2,End of List
975241,Medical City Weatherford-Anderson,Weatherford,Parker,367,"1,736","1,628","1,732","1,785",End of List
975246,Encompass Health Rehab Hospital Pearland,Pearland,Brazoria,039,345,300,349,317,End of List
975249,Baylor Scott & White Emergency Hospital-Grand Prairie,Grand Prairie,Tarrant,439,,,,7,End of List
975250,"Altus Houston Hospital, Celestial Hospital, Odyssey Hospital",Houston,Harris,201,39,49,63,64,End of List
975255,CHRISTUS Dubuis Hospital Beaumont,Beaumont,Jefferson,245,91,71,71,79,End of List
975258,Kingwood Emergency Hospital,Kingwood,Montgomer,339,55,37,45,49,End of List
975259,Crockett Medical Center,Crockett,Houston,225,75,50,43,49,End of List
975268,City Hospital at White Rock,Dallas,Dallas,113,"1,451","1,411","1,756","1,720",End of List
975269,Lake Travis ER,Austin,Travis,453,23,23,14,18,End of List
975270,Caprock Hospital,Bryan,Brazos,041,30,13,10,31,End of List
975271,PAM Rehab Hospital of Corpus Christi,Corpus Christi,Nueces,355,237,239,265,260,End of List
975285,Baylor Scott & White Medical Center Centennial,Frisco,Collin,085,"1,285","1,390","1,354","1,435",End of List
975286,Baylor Scott & White Medical Center Lake Pointe,Rowlette,Rockwall,397,"2,513","2,650","2,796","2,784",End of List
975288,Woodland Springs,Conroe,Montgomer,339,712,686,693,577,End of List
975293,UT Health East Texas Athens Hospital,Athens,Henderson,213,"1,304","1,220","1,119","1,107",End of List
975294,UT Health East Texas Carthage Hospital,Carthage,Panola,365,126,136,121,120,End of List
975295,UT Health East Texas Henderson Hospital,Henderson,Rusk,401,366,301,327,283,End of List
975296,UT Health East Texas Jacksonville Hospital,Jacksonville,Cherokee,073,339,318,326,329,End of List
975297,UT Health East Pittsburg Hospital,Pittsburg,Camp,063,170,146,161,170,End of List
975298,UT Health East Texas Quitman Hospital,Quitman,Wood,499,224,220,236,211,End of List
975299,UT Health East Texas Tyler Regional Hospital,Tyler,Smith,423,"4,137","4,158","4,294","4,625",End of List
975301,UT Health East Texas Rehabilitation Hospital,Tyler,Smith,423,111,126,149,150,End of List
