"THCIC_ID","HOSP_NAME","HOSP_NAME_clean","HOSP_CITY","HOSP_COUNTY","HOSP_COUNTY_FIPS","HOSP_STATE","YEAR"
"975163","Horizon Medical Center of Denton","HORIZON MEDICAL CENTER OF DENTON","DENTON","DENTON","48121","TX","2019"
"485000","Yoakum County Hospital","YOAKUM COUNTY HOSPITAL","DENVER CITY","YOAKUM","48501","TX","2019"
"260000","Plains Memorial Hospital","PLAINS MEMORIAL HOSPITAL","DIMMITT","CASTRO","48069","TX","2019"
"199000","Memorial Hospital","MEMORIAL HOSPITAL","DUMAS","MOORE","48341","TX","2019"
"560000","Rice Medical Center","RICE MEDICAL CENTER","EAGLE LAKE","COLORADO","48089","TX","2019"
"547001","Fort Duncan Regional Medical Center","FORT DUNCAN REGIONAL MEDICAL CENTER","EAGLE PASS","MAVERICK","48323","TX","2019"
"222000","Eastland Memorial Hospital","EASTLAND MEMORIAL HOSPITAL","EASTLAND","EASTLAND","48133","TX","2019"
"202000","Concho County Hospital","CONCHO COUNTY HOSPITAL","EDEN","CONCHO","48095","TX","2019"
"140002","South Texas Health System Edinburg","SOUTH TEXAS HEALTH SYSTEM EDINBURG","EDINBURG","HIDALGO","48215","TX","2019"
"797100","Doctors Hospital-Renaissance","DOCTORS HOSPITAL RENAISSANCE","EDINBURG","HIDALGO","48215","TX","2019"
"797101","Womens Hospital-Renaissance","WOMENS HOSPITAL RENAISSANCE","EDINBURG","HIDALGO","48215","TX","2019"
"830000","Cornerstone Regional Hospital","CORNERSTONE REGIONAL HOSPITAL","EDINBURG","HIDALGO","48215","TX","2019"
"017000","Jackson County Hospital","JACKSON COUNTY HOSPITAL","EDNA","JACKSON","48239","TX","2019"
"426000","El Campo Memorial Hospital","EL CAMPO MEMORIAL HOSPITAL","EL CAMPO","WHARTON","48481","TX","2019"
"000118","El Paso Psychiatric Center","EL PASO PSYCHIATRIC CENTER","EL PASO","EL PASO","48141","TX","2019"
"130000","The Hospitals of Providence Memorial Campus","THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS","EL PASO","EL PASO","48141","TX","2019"
"180000","Las Palmas Medical Center","LAS PALMAS MEDICAL CENTER","EL PASO","EL PASO","48141","TX","2019"
"263000","University Medical Center of El Paso","UNIVERSITY MEDICAL CENTER OF EL PASO","EL PASO","EL PASO","48141","TX","2019"
"266000","The Hospitals of Providence Sierra Campus","THE HOSPITALS OF PROVIDENCE SIERRA CAMPUS","EL PASO","EL PASO","48141","TX","2019"
"319000","Del Sol Medical Center","DEL SOL MEDICAL CENTER","EL PASO","EL PASO","48141","TX","2019"
"701000","Premier Specialty Hospital of El Paso","PREMIER SPECIALTY HOSPITAL OF EL PASO","EL PASO","EL PASO","48141","TX","2019"
"718002","Highlands Rehabilitation Hospital","HIGHLANDS REHAB HOSPITAL","EL PASO","EL PASO","48141","TX","2019"
"727100","Kindred Hospital El Paso","KINDRED HOSPITAL EL PASO","EL PASO","EL PASO","48141","TX","2019"
"801300","Legent Hospital of El Paso","LEGENT HOSPITAL OF EL PASO","EL PASO","EL PASO","48141","TX","2019"
"841300","El Paso LTAC Hospital","EL PASO LTAC HOSPITAL","EL PASO","EL PASO","48141","TX","2019"
"858600","El Paso Behavioral Health System","EL PASO BEHAVIORAL HEALTH SYSTEM","EL PASO","EL PASO","48141","TX","2019"
"865000","The Hospitals of Providence East Campus","THE HOSPITALS OF PROVIDENCE EAST CAMPUS","EL PASO","EL PASO","48141","TX","2019"
"969700","El Paso Childrens Hospital","EL PASO CHILDRENS HOSPITAL","EL PASO","EL PASO","48141","TX","2019"
"975188","The Hospitals of Providence Transmountain Campus","THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS","EL PASO","EL PASO","48141","TX","2019"
"975338","The Hospitals of Providence Northeast Campus","THE HOSPITALS OF PROVIDENCE NORTHEAST CAMPUS","EL PASO","EL PASO","48141","TX","2019"
"975374","Rio Vista Behavioral Health","RIO VISTA BEHAVIORAL HEALTH","EL PASO","EL PASO","48141","TX","2019"
"975398","Cobalt Rehabilitation Hospital El Paso","COBALT REHAB HOSPITAL EL PASO","EL PASO","EL PASO","48141","TX","2019"
"136000","Schleicher County Medical Center","SCHLEICHER COUNTY MEDICAL CENTER","ELDORADO","SCHLEICHER","48413","TX","2019"
"490000","Electra Memorial Hospital","ELECTRA MEMORIAL HOSPITAL","ELECTRA","WICHITA","48485","TX","2019"
"714500","Ennis Regional Medical Center","ENNIS REGIONAL MEDICAL CENTER","ENNIS","ELLIS","48139","TX","2019"
"975198","Freestone Medical Center","FREESTONE MEDICAL CENTER","FAIRFIELD","FREESTONE","48161","TX","2019"
"433000","Connally Memorial Medical Center","CONNALLY MEMORIAL MEDICAL CENTER","FLORESVILLE","WILSON","48493","TX","2019"
"943000","Texas Health Presbyterian Hospital Flower Mound","TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND","FLOWER MOUND","DENTON","48121","TX","2019"
"975142","Icare Rehabilitation Hospital","ICARE REHAB HOSPITAL","FLOWER MOUND","DENTON","48121","TX","2019"
"356000","Pecos County Memorial Hospital","PECOS COUNTY MEMORIAL HOSPITAL","FORT STOCKTON","PECOS","48371","TX","2019"
"047000","Texas Health Huguley Hospital","TEXAS HEALTH HUGULEY HOSPITAL","FORT WORTH","TARRANT","48439","TX","2019"
"235000","Texas Health Harris Methodist Hospital-Fort Worth","TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"332000","Cook Childrens Medical Center","COOK CHILDRENS MEDICAL CENTER","FORT WORTH","TARRANT","48439","TX","2019"
"363000","Baylor Scott & White All Saints Medical Center-Fort Worth","BAYLOR SCOTT WHITE ALL SAINTS MEDICAL CENTER FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"409000","John Peter Smith Hospital","JOHN PETER SMITH HOSPITAL","FORT WORTH","TARRANT","48439","TX","2019"
"477000","Medical City Fort Worth","MEDICAL CITY FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"627000","Texas Health Harris Methodist Hospital-Southwest Fort Worth","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"652000","Texas Health Specialty Hospital-Fort Worth","TEXAS HEALTH SPECIALTY HOSPITAL FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"662000","Encompass Health Rehab Hospital City View","ENCOMPASS HEALTH REHAB HOSPITAL CITY VIEW","FORT WORTH","TARRANT","48439","TX","2019"
"690600","LifeCare Hospital-Fort Worth","LIFECARE HOSPITAL FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"800000","Kindred Hospital Tarrant County Fort Worth SW","KINDRED HOSPITAL TARRANT COUNTY FORT WORTH SW","FORT WORTH","TARRANT","48439","TX","2019"
"800700","Kindred Hospital-Fort Worth","KINDRED HOSPITAL FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"804500","Baylor Scott & White Surgical Hospital-Fort Worth","BAYLOR SCOTT WHITE SURGICAL HOSPITAL FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"861400","USMD Hospital Fort Worth","USMD HOSPITAL FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"873800","Baylor Scott & White Institute for Rehab-Fort Worth","BAYLOR SCOTT WHITE INSTITUTE FOR REHAB FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"902200","Texas Rehabilitation Hospital-Fort Worth","TEXAS REHAB HOSPITAL FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"972900","Texas Health Harris Methodist Hospital Alliance","TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE","FORT WORTH","TARRANT","48439","TX","2019"
"973430","Mesa Springs","MESA SPRINGS","FORT WORTH","TARRANT","48439","TX","2019"
"973770","Wellbridge Hospital of Fort Worth","WELLBRIDGE HOSPITAL OF FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"973840","Wise Health Surgical Hospital","WISE HEALTH SURGICAL HOSPITAL","FORT WORTH","TARRANT","48439","TX","2019"
"974490","Medical City Alliance","MEDICAL CITY ALLIANCE","FORT WORTH","TARRANT","48439","TX","2019"
"975121","JPS Health Network - Trinity Springs North","JPS HEALTH NETWORK TRINITY SPRINGS NORTH","FORT WORTH","TARRANT","48439","TX","2019"
"975167","Texas Health Hospital Clearfork","TEXAS HEALTH HOSPITAL CLEARFORK","FORT WORTH","TARRANT","48439","TX","2019"
"975792","LifeCare Hospitals of Fort Worth","LIFECARE HOSPITALS OF FORT WORTH","FORT WORTH","TARRANT","48439","TX","2019"
"219000","Hill Country Memorial Hospital","HILL COUNTRY MEMORIAL HOSPITAL","FREDERICKSBURG","GILLESPIE","48171","TX","2019"
"200000","Parmer Medical Center","PARMER MEDICAL CENTER","FRIONA","PARMER","48369","TX","2019"
"100093","Baylor Scott & White Institute for Rehab Frisco","BAYLOR SCOTT WHITE INSTITUTE FOR REHAB FRISCO","FRISCO","DENTON","48121","TX","2019"
"787400","Baylor Scott & White Medical Center-Frisco","BAYLOR SCOTT WHITE MEDICAL CENTER FRISCO","FRISCO","DENTON","48121","TX","2019"
"974290","Haven Behavioral Hospital of Frisco","HAVEN BEHAVIORAL HOSPITAL OF FRISCO","FRISCO","DENTON","48121","TX","2019"
"975139","Medical City Frisco","MEDICAL CITY FRISCO","FRISCO","DENTON","48121","TX","2019"
"975285","Baylor Scott & White Medical Center Centennial","BAYLOR SCOTT WHITE MEDICAL CENTER CENTENNIAL","FRISCO","COLLIN","48085","TX","2019"
"298000","North Texas Medical Center","NORTH TEXAS MEDICAL CENTER","GAINESVILLE","COOKE","48097","TX","2019"
"000102","UT Medical Branch Hospital","UTMB HOSPITAL","GALVESTON","GALVESTON","48167","TX","2019"
"247000","Shriners Hospital for Children-Galveston","SHRINERS HOSPITAL FOR CHILDREN GALVESTON","GALVESTON","GALVESTON","48167","TX","2019"
"974990","Garland Behavioral Hospital","GARLAND BEHAVIORAL HOSPITAL","GARLAND","DALLAS","48113","TX","2019"
"975404","Perimeter Behavioral Hospital of Dallas","PERIMETER BEHAVIORAL HOSPITAL OF DALLAS","GARLAND","DALLAS","48113","TX","2019"
"346000","Coryell Memorial Hospital","CORYELL MEMORIAL HOSPITAL","GATESVILLE","CORYELL","48099","TX","2019"
"835700","St Davids Georgetown Hospital","ST DAVIDS GEORGETOWN HOSPITAL","GEORGETOWN","WILLIAMSON","48491","TX","2019"
"973730","Rock Springs","ROCK SPRINGS","GEORGETOWN","WILLIAMSON","48491","TX","2019"
"973910","Georgetown Behavioral Health Institute","GEORGETOWN BEHAVIORAL HEALTH INSTITUTE","GEORGETOWN","WILLIAMSON","48491","TX","2019"
"059000","Glen Rose Medical Center","GLEN ROSE MEDICAL CENTER","GLEN ROSE","SOMERVELL","48425","TX","2019"
"103000","Memorial Hospital","MEMORIAL HOSPITAL","GONZALES","GONZALES","48177","TX","2019"
"094000","Graham Hospital District","GRAHAM HOSPITAL DISTRICT","GRAHAM","YOUNG","48503","TX","2019"
"424000","Lake Granbury Medical Center","LAKE GRANBURY MEDICAL CENTER","GRANBURY","HOOD","48221","TX","2019"
"975249","Baylor Scott & White Emergency Hospital-Grand Prairie","BAYLOR SCOTT WHITE EMERGENCY HOSPITAL GRAND PRAIRIE","GRAND PRAIRIE","DALLAS","48113","TX","2019"
"974380","Texas General Hospital Van Zandt Regional Medical Center","TEXAS GENERAL HOSPITAL VAN ZANDT REGIONAL MEDICAL CENTER","GRAND SALINE","VAN ZANDT","48467","TX","2019"
"513000","Baylor Scott & White Medical Center-Grapevine","BAYLOR SCOTT WHITE MEDICAL CENTER GRAPEVINE","GRAPEVINE","TARRANT","48439","TX","2019"
"858200","Sagecrest Hospital Grapevine","SAGECREST HOSPITAL GRAPEVINE","GRAPEVINE","TARRANT","48439","TX","2019"
"085000","Hunt Regional Medical Center Greenville","HUNT REGIONAL MEDICAL CENTER GREENVILLE","GREENVILLE","HUNT","48231","TX","2019"
"754000","Glen Oaks Hospital","GLEN OAKS HOSPITAL","GREENVILLE","HUNT","48231","TX","2019"
"052000","Limestone Medical Center","LIMESTONE MEDICAL CENTER","GROESBECK","LIMESTONE","48293","TX","2019"
"527000","Lavaca Medical Center","LAVACA MEDICAL CENTER","HALLETTSVILLE","LAVACA","48285","TX","2019"
"640000","Hamilton General Hospital","HAMILTON GENERAL HOSPITAL","HAMILTON","HAMILTON","48193","TX","2019"
"305000","Hamlin Memorial Hospital","HAMLIN MEMORIAL HOSPITAL","HAMLIN","JONES","48253","TX","2019"
"971000","Seton Medical Center Harker Heights","SETON MEDICAL CENTER HARKER HEIGHTS","HARKER HEIGHTS","BELL","48027","TX","2019"
"000104","Rio Grande State Center","RIO GRANDE STATE CENTER","HARLINGEN","CAMERON","48061","TX","2019"
"400000","Valley Baptist Medical Center","VALLEY BAPTIST MEDICAL CENTER","HARLINGEN","CAMERON","48061","TX","2019"
"788002","Harlingen Medical Center","HARLINGEN MEDICAL CENTER","HARLINGEN","CAMERON","48061","TX","2019"
"840700","Solara Specialty Hospitals Harlingen","SOLARA SPECIALTY HOSPITALS HARLINGEN","HARLINGEN","CAMERON","48061","TX","2019"
"975164","Palms Behavioral Health","PALMS BEHAVIORAL HEALTH","HARLINGEN","CAMERON","48061","TX","2019"
"572000","Haskell Memorial Hospital","HASKELL MEMORIAL HOSPITAL","HASKELL","HASKELL","48207","TX","2019"
"522000","Sabine County Hospital","SABINE COUNTY HOSPITAL","HEMPHILL","SABINE","48403","TX","2019"
"975295","UT Health East Texas Henderson Hospital","UT HEALTH EAST TEXAS HENDERSON HOSPITAL","HENDERSON","RUSK","48401","TX","2019"
"193000","Clay County Memorial Hospital","CLAY COUNTY MEMORIAL HOSPITAL","HENRIETTA","CLAY","48077","TX","2019"
"420000","Hereford Regional Medical Center","HEREFORD REGIONAL MEDICAL CENTER","HEREFORD","DEAF SMITH","48117","TX","2019"
"383000","Hill Regional Hospital","HILL REGIONAL HOSPITAL","HILLSBORO","HILL","48217","TX","2019"
"427000","Medina Regional Hospital","MEDINA REGIONAL HOSPITAL","HONDO","MEDINA","48325","TX","2019"
"975233","The Hospitals of Providence Horizon City Campus","THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS","HORIZON CITY","EL PASO","48141","TX","2019"
"000105","UT MD Anderson Cancer Center","UT MD ANDERSON CANCER CENTER","HOUSTON","HARRIS","48201","TX","2019"
"000115","Harris County Psychiatric Center","HARRIS COUNTY PSYCHIATRIC CENTER","HOUSTON","HARRIS","48201","TX","2019"
"007000","Womans Hospital-Texas","WOMANS HOSPITAL TEXAS","HOUSTON","HARRIS","48201","TX","2019"
"030000","United Memorial Medical Center","UNITED MEMORIAL MEDICAL CENTER","HOUSTON","HARRIS","48201","TX","2019"
"112100","Encompass Health Rehab Hospital Cypress","ENCOMPASS HEALTH REHAB HOSPITAL CYPRESS","HOUSTON","HARRIS","48201","TX","2019"
"117000","Texas Childrens Hospital","TEXAS CHILDRENS HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"117002","Texas Childrens Hospital West Campus","TEXAS CHILDRENS HOSPITAL WEST CAMPUS","HOUSTON","HARRIS","48201","TX","2019"
"117100","Texas Childrens Hospital-Pavilion for Women","TEXAS CHILDRENS HOSPITAL PAVILION FOR WOMEN","HOUSTON","HARRIS","48201","TX","2019"
"118000","CHI St Lukes Health Baylor College of Medicine Medical Center","CHI ST LUKES HEALTH BAYLOR COLLEGE OF MEDICINE MEDICAL CENTER","HOUSTON","HARRIS","48201","TX","2019"
"119000","Memorial Hermann Southeast Hospital","MEMORIAL HERMANN SOUTHEAST HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"124000","Houston Methodist Hospital","HOUSTON METHODIST HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"164000","TIRR Memorial Hermann","TIRR MEMORIAL HERMANN","HOUSTON","HARRIS","48201","TX","2019"
"172000","Memorial Hermann Greater Heights Hospital","MEMORIAL HERMANN GREATER HEIGHTS HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"229000","HCA Houston Healthcare Northwest","HCA HOUSTON HEALTHCARE NORTHWEST","HOUSTON","HARRIS","48201","TX","2019"
"302000","Memorial Hermann Memorial City Medical Center","MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER","HOUSTON","HARRIS","48201","TX","2019"
"337001","HCA Houston Healthcare West","HCA HOUSTON HEALTHCARE WEST","HOUSTON","HARRIS","48201","TX","2019"
"347000","Memorial Hermann - Texas Medical Center","MEMORIAL HERMANN TEXAS MEDICAL CENTER","HOUSTON","HARRIS","48201","TX","2019"
"384000","Harris Health System Lyndon B Johnson Hospital","HARRIS HEALTH SYSTEM LYNDON B JOHNSON HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"390000","HCA Houston Healthcare Medical Center","HCA HOUSTON HEALTHCARE MEDICAL CENTER","HOUSTON","HARRIS","48201","TX","2019"
"407000","Memorial Hermann Southwest Hospital","MEMORIAL HERMANN SOUTHWEST HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"459000","Harris Health System Ben Taub Hospital","HARRIS HEALTH SYSTEM BEN TAUB HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"459001","Harris Health System Quentin Mease Hospital","HARRIS HEALTH SYSTEM QUENTIN MEASE HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"526000","Shriners Hospitals for Children","SHRINERS HOSPITALS FOR CHILDREN","HOUSTON","HARRIS","48201","TX","2019"
"606000","HCA Houston Healthcare Cypress Fairbanks","HCA HOUSTON HEALTHCARE CYPRESS FAIRBANKS","HOUSTON","HARRIS","48201","TX","2019"
"674000","TOPS Surgical Specialty Hospital","TOPS SURGICAL SPECIALTY HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"676000","Kindred Hospital-Houston Medical Center","KINDRED HOSPITAL HOUSTON MEDICAL CENTER","HOUSTON","HARRIS","48201","TX","2019"
"698005","Cornerstone Specialty Hospitals Bellaire","CORNERSTONE SPECIALTY HOSPITALS BELLAIRE","HOUSTON","HARRIS","48201","TX","2019"
"706000","Kindred Hospital Houston NW","KINDRED HOSPITAL HOUSTON NW","HOUSTON","HARRIS","48201","TX","2019"
"712500","HealthBridge Childrens Hospital-Houston","HEALTHBRIDGE CHILDRENS HOSPITAL HOUSTON","HOUSTON","HARRIS","48201","TX","2019"
"724700","Houston Methodist Willowbrook Hospital","HOUSTON METHODIST WILLOWBROOK HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"740000","St Lukes Hospital at the Vintage","ST LUKES HOSPITAL AT THE VINTAGE","HOUSTON","HARRIS","48201","TX","2019"
"744001","Cypress Creek Hospital","CYPRESS CREEK HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"755001","West Oaks Hospital","WEST OAKS HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"763000","HCA Houston Healthcare Specialty Hospital Medical Center","HCA HOUSTON HEALTHCARE SPECIALTY HOSPITAL MEDICAL CENTER","HOUSTON","HARRIS","48201","TX","2019"
"782001","Intracare North Hospital","INTRACARE NORTH HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"792000","Texas Orthopedic Hospital","TEXAS ORTHOPEDIC HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"792600","Kindred Hospital Spring","KINDRED HOSPITAL SPRING","HOUSTON","HARRIS","48201","TX","2019"
"794200","Menninger Clinic","MENNINGER CLINIC","HOUSTON","HARRIS","48201","TX","2019"
"800010","Houston Methodist West Hospital","HOUSTON METHODIST WEST HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"838600","St Joseph Medical Center","ST JOSEPH MEDICAL CENTER","HOUSTON","HARRIS","48201","TX","2019"
"941000","Kindred Hospital The Heights","KINDRED HOSPITAL THE HEIGHTS","HOUSTON","HARRIS","48201","TX","2019"
"945500","Hermann Drive Surgical Hospital","HERMANN DRIVE SURGICAL HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"969200","Behavioral Hospital-Bellaire","BEHAVIORAL HOSPITAL BELLAIRE","HOUSTON","HARRIS","48201","TX","2019"
"970600","Encompass Health Rehab Hospital The Vintage","ENCOMPASS HEALTH REHAB HOSPITAL THE VINTAGE","HOUSTON","HARRIS","48201","TX","2019"
"972200","Cornerstone Specialty Hospitals Medical Center","CORNERSTONE SPECIALTY HOSPITALS MEDICAL CENTER","HOUSTON","HARRIS","48201","TX","2019"
"973100","St Joseph Medical Center-Heights","ST JOSEPH MEDICAL CENTER HEIGHTS","HOUSTON","HARRIS","48201","TX","2019"
"974370","Houston Behavioral Healthcare Hospital","HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"975124","Sun Behavioral Houston","SUN BEHAVIORAL HOUSTON","HOUSTON","HARRIS","48201","TX","2019"
"975130","AD Hospital East","AD HOSPITAL EAST","HOUSTON","HARRIS","48201","TX","2019"
"975152","Providence Hospital of North Houston","PROVIDENCE HOSPITAL OF NORTH HOUSTON","HOUSTON","HARRIS","48201","TX","2019"
"975166","First Texas Hospital","FIRST TEXAS HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"975216","Sacred Oak Medical Center","SACRED OAK MEDICAL CENTER","HOUSTON","HARRIS","48201","TX","2019"
"975247","Trinity Hospital","TRINITY HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"975250","Altus Houston Hospital, Celestial Hospital, Odyssey Hospital","ALTUS HOUSTON HOSPITAL CELESTIAL HOSPITAL ODYSSEY HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"975326","The Heights Hospital","THE HEIGHTS HOSPITAL","HOUSTON","HARRIS","48201","TX","2019"
"975337","UGH Pain & Spine","UGH PAIN SPINE","HOUSTON","HARRIS","48201","TX","2019"
"975365","Baylor St Lukes Medical Center McNair Campus","BAYLOR ST LUKES MEDICAL CENTER MCNAIR CAMPUS","HOUSTON","HARRIS","48201","TX","2019"
"975397","Cobalt Rehabilitation Houston Heights","COBALT REHAB HOUSTON HEIGHTS","HOUSTON","HARRIS","48201","TX","2019"
"975414","River Oaks Hospitals & Clinics","RIVER OAKS HOSPITALS CLINICS","HOUSTON","HARRIS","48201","TX","2019"
"975788","Cornerstone Specialty Hospitals Houston Medical Center","CORNERSTONE SPECIALTY HOSPITALS HOUSTON MEDICAL CENTER","HOUSTON","HARRIS","48201","TX","2019"
"616000","Encompass Health Rehab Hospital Humble","ENCOMPASS HEALTH REHAB HOSPITAL HUMBLE","HUMBLE","HARRIS","48201","TX","2019"
"847100","Memorial Hermann Northeast","MEMORIAL HERMANN NORTHEAST","HUMBLE","HARRIS","48201","TX","2019"
"865900","SE Texas ER and Hospital","SE TEXAS ER AND HOSPITAL","HUMBLE","HARRIS","48201","TX","2019"
"969600","Kindred Rehab Hospital Northeast Houston","KINDRED REHAB HOSPITAL NORTHEAST HOUSTON","HUMBLE","HARRIS","48201","TX","2019"
"975234","Townsen Memorial Hospital","TOWNSEN MEMORIAL HOSPITAL","HUMBLE","HARRIS","48201","TX","2019"
"975394","PAM Rehabilitation Hospital of Humble","PAM REHAB HOSPITAL OF HUMBLE","HUMBLE","HARRIS","48201","TX","2019"
"061000","Huntsville Memorial Hospital","HUNTSVILLE MEMORIAL HOSPITAL","HUNTSVILLE","WALKER","48471","TX","2019"
"975154","Saint Camillus Medical Center","SAINT CAMILLUS MEDICAL CENTER","HURST","TARRANT","48439","TX","2019"
"258000","Iraan General Hospital","IRAAN GENERAL HOSPITAL","IRAAN","PECOS","48371","TX","2019"
"300000","Baylor Scott & White Medical Center-Irving","BAYLOR SCOTT WHITE MEDICAL CENTER IRVING","IRVING","DALLAS","48113","TX","2019"
"799500","Baylor Scott & White Surgical Hospital Las Colinas","BAYLOR SCOTT WHITE SURGICAL HOSPITAL LAS COLINAS","IRVING","DALLAS","48113","TX","2019"
"814000","Medical City Las Colinas","MEDICAL CITY LAS COLINAS","IRVING","DALLAS","48113","TX","2019"
"046000","Faith Community Hospital","FAITH COMMUNITY HOSPITAL","JACKSBORO","JACK","48237","TX","2019"
"725400","Christus Mother Frances Hospital-Jacksonville","CHRISTUS MOTHER FRANCES HOSPITAL JACKSONVILLE","JACKSONVILLE","CHEROKEE","48073","TX","2019"
"975296","UT Health East Texas Jacksonville Hospital","UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL","JACKSONVILLE","CHEROKEE","48073","TX","2019"
"038001","CHRISTUS Southeast Texas - Jasper Memorial","CHRISTUS SOUTHEAST TEXAS JASPER MEMORIAL","JASPER","JASPER","48241","TX","2019"
"975221","Methodist Hospital South","METHODIST HOSPITAL SOUTH","JOURDANTON","ATASCOSA","48013","TX","2019"
"205000","Kimble Hospital","KIMBLE HOSPITAL","JUNCTION","KIMBLE","48267","TX","2019"
"534001","Memorial Hermann Katy Hospital","MEMORIAL HERMANN KATY HOSPITAL","KATY","FORT BEND","48157","TX","2019"
"838400","Memorial Hermann Rehab Hospital Katy","MEMORIAL HERMANN REHAB HOSPITAL KATY","KATY","HARRIS","48201","TX","2019"
"973620","Houston Methodist Continuing Care Hospital","HOUSTON METHODIST CONTINUING CARE HOSPITAL","KATY","HARRIS","48201","TX","2019"
"974500","Oceans Behavioral Hospital of Katy","OCEANS BEHAVIORAL HOSPITAL OF KATY","KATY","HARRIS","48201","TX","2019"
"975389","Encompass Health Rehabilitation Hospital of Katy","ENCOMPASS HEALTH REHAB HOSPITAL OF KATY","KATY","FORT BEND","48157","TX","2019"
"303000","Texas Health Presbyterian Hospital-Kaufman","TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","KAUFMAN","KAUFMAN","48257","TX","2019"
"973540","Baylor Emergency Medical Center at Keller","BAYLOR EMERGENCY MEDICAL CENTER AT KELLER","KELLER","TARRANT","48439","TX","2019"
"357000","Otto Kaiser Memorial Hospital","OTTO KAISER MEMORIAL HOSPITAL","KENEDY","KARNES","48255","TX","2019"
"062000","Winkler County Memorial Hospital","WINKLER COUNTY MEMORIAL HOSPITAL","KERMIT","WINKLER","48495","TX","2019"
"000106","Kerrville State Hospital","KERRVILLE STATE HOSPITAL","KERRVILLE","KERR","48265","TX","2019"
"406000","Peterson Regional Medical Center","PETERSON REGIONAL MEDICAL CENTER","KERRVILLE","KERR","48265","TX","2019"
"397001","Adventhealth Central Texas","ADVENTHEALTH CENTRAL TEXAS","KILLEEN","BELL","48027","TX","2019"
"216001","CHRISTUS Spohn Hospital-Kleberg","CHRISTUS SPOHN HOSPITAL KLEBERG","KINGSVILLE","KLEBERG","48273","TX","2019"
"675000","HCA Houston Healthcare Kingwood","HCA HOUSTON HEALTHCARE KINGWOOD","KINGWOOD","HARRIS","48201","TX","2019"
"813800","Memorial Hermann Specialty Hospital Kingwood","MEMORIAL HERMANN SPECIALTY HOSPITAL KINGWOOD","KINGWOOD","HARRIS","48201","TX","2019"
"818600","Kingwood Pines Hospital","KINGWOOD PINES HOSPITAL","KINGWOOD","HARRIS","48201","TX","2019"
"975258","Kingwood Emergency Hospital","KINGWOOD EMERGENCY HOSPITAL","KINGWOOD","HARRIS","48201","TX","2019"
"568000","Knox County Hospital","KNOX COUNTY HOSPITAL","KNOX CITY","KNOX","48275","TX","2019"
"921000","Ascension Seton Hays","ASCENSION SETON HAYS","KYLE","HAYS","48209","TX","2019"
"973970","Warm Springs Rehab Hospital Kyle","WARM SPRINGS REHAB HOSPITAL KYLE","KYLE","HAYS","48209","TX","2019"
"975358","Kyle ER & Hospital","KYLE ER HOSPITAL","KYLE","HAYS","48209","TX","2019"
"823400","St Marks Medical Center","ST MARKS MEDICAL CENTER","LA GRANGE","FAYETTE","48149","TX","2019"
